id,date,mc_mass,p_mass_rm,p_mass_fd,n_mass_fd,n_mass_rm,mass_box,treatment,fd.day,p_mass_cons,p_mass_cons_avg,n_mass_cons,fd.day.count,mc_mass_true,mc_mass_init,mc_mass_diff,pulse_cat
3.4,2018-07-30,434.62,NA,1,14.42,20.13,429.6,zone.3,14,NA,1.305,7.96,2,6.555000000000025,425.46,-0.6400000000000183,a2
3.4,2018-08-02,434.04,6.19,1,13.67,6.46,429.6,zone.3,15,2.61,1.305,5.67,1,4.9750000000000405,425.46,-1.579999999999984,a2
3.4,2018-08-05,429.34,NA,1.01,13.5,8,429.6,zone.3,16,NA,NA,NA,0,NA,425.46,NA,a2
3.5,2018-06-21,424.22,0,3,NA,NA,425.11,zone.3,0,0,NA,NA,0,NA,421.22,NA,b1
3.5,2018-06-21,424.22,NA,1.0583,13.6281,NA,425.11,zone.3,1,NA,0.348733333,7.4481,3,3.348733333,421.22,NA,b1
3.5,2018-06-24,425.19,NA,1.0079,14.825,6.18,425.11,zone.3,2,NA,0.348733333,7.345,2,3.2604333329999706,421.22,-0.08830000000002958,b1
3.5,2018-06-27,426.48,4.02,0.9815,13.6789,7.48,425.11,zone.3,3,1.0462,0.348733333,6.4289,1,3.542533332999991,421.22,0.2821000000000202,b1
3.5,2018-06-30,423.31,NA,3.8327,25.1742,7.25,425.11,zone.3,4,NA,-0.021533333,8.0442,3,2.068466666999975,421.22,-1.4740666660000157,p1
3.5,2018-07-03,428.56,NA,3.8712,25.2971,17.13,425.11,zone.3,5,NA,-0.021533333,3.3971,2,3.485766666999975,421.22,1.4173,p1
3.5,2018-07-06,430.53,8.75,3.8551,25.7949,21.9,425.11,zone.3,6,-0.0646,-0.021533333,7.3549,1,1.5845666669999454,421.22,-1.9012000000000298,p1
3.5,2018-07-09,426.54,NA,1.007,14.3256,18.44,425.11,zone.3,7,NA,0.203,5.4356,3,5.5229999999999935,421.22,3.938433333000048,a1.b2
3.5,2018-07-12,428.43,NA,0.9869,14.3042,8.89,425.11,zone.3,8,NA,0.203,5.3942,2,6.40599999999998,421.22,0.8829999999999867,a1.b2
3.5,2018-07-15,428.05,5.24,0.552,13.7528,8.91,425.11,zone.3,9,0.609,0.203,3.1928,1,5.039099999999984,421.22,-1.3668999999999958,a1.b2
3.5,2018-07-18,423.16,NA,1.019,14.215,10.56,425.11,zone.3,10,NA,-0.063,5.105,3,1.8769999999999978,421.22,-3.1620999999999864,a1.b2
3.5,2018-07-21,423.76,NA,3.94,25.62,9.11,425.11,zone.3,11,NA,-0.063,3.75,2,1.4579999999999638,421.22,-0.419000000000034,p2
3.5,2018-07-24,425.56,5.7,3.91,20.51,21.87,425.11,zone.3,12,-0.189,-0.063,3.13,1,-0.6820000000000248,421.22,-2.1399999999999886,p2
3.5,2018-07-27,427.45,NA,3.9,25.76,17.38,425.11,zone.3,13,NA,0.535,4.79,3,6.7649999999999615,421.22,7.446999999999987,p2
3.5,2018-07-30,430.14,NA,0.98,14.06,20.97,425.11,zone.3,14,NA,0.535,5.89,2,5.554999999999959,421.22,-1.2100000000000026,a2
3.5,2018-08-02,430.59,7.72,1,13.6,8.17,425.11,zone.3,15,1.07,0.535,2.05,1,5.024999999999947,421.22,-0.5300000000000118,a2
3.5,2018-08-05,422.58,NA,1.01,13.92,11.55,425.11,zone.3,16,NA,NA,NA,0,NA,421.22,NA,a2
3.6,2018-06-21,431.95,0,3,NA,NA,431.95,zone.3,0,0,NA,NA,0,NA,428.95,NA,b1
3.6,2018-06-21,431.95,NA,1.065,13.8814,NA,431.95,zone.3,1,NA,1.316433333,6.3614,3,4.316433333,428.95,NA,b1
3.6,2018-06-24,432.57,NA,1.0343,14.6559,7.52,431.95,zone.3,2,NA,1.316433333,5.6259,2,3.8714333330000046,428.95,-0.4449999999999954,b1
3.6,2018-06-27,433.58,1.15,0.9831,16.1756,9.03,431.95,zone.3,3,3.9493,1.316433333,7.3356,1,3.8471333329999955,428.95,-0.024300000000009092,b1
3.6,2018-06-30,432.84,NA,3.9383,26.1483,8.84,431.95,zone.3,4,NA,-0.442366667,6.2083,3,3.4476333329999864,428.95,-0.39950000000000907,p1
3.6,2018-07-03,436.2,NA,3.9215,25.5135,19.94,431.95,zone.3,5,NA,-0.442366667,6.5735,2,2.869333333,428.95,-0.5782999999999863,p1
3.6,2018-07-06,440.5,10.17,3.9064,26.6615,18.94,431.95,zone.3,6,-1.3271,-0.442366667,5.8515,1,3.2478333330000115,428.95,0.3785000000000114,p1
3.6,2018-07-10,432.32,NA,1.0248,14.1388,20.81,431.95,zone.3,7,NA,-0.246533333,4.2688,3,3.1234666670000046,428.95,-0.1243666660000069,a1.b2
3.6,2018-07-12,434.56,NA,1.0392,14.2821,9.87,431.95,zone.3,8,NA,-0.246533333,6.9821,2,4.338666667000013,428.95,1.2152000000000087,a1.b2
3.6,2018-07-15,433.34,6.71,1.0374,13.9513,7.3,431.95,zone.3,9,-0.7396,-0.246533333,6.5913,1,2.0794666669999864,428.95,-2.259200000000027,a1.b2
3.6,2018-07-18,430.08,NA,0.9963,13.2502,7.36,431.95,zone.3,10,NA,0.451233333,6.4402,3,1.5812333329999955,428.95,-0.4982333339999909,a1.b2
3.6,2018-07-21,430.27,NA,3.88,25.38,6.81,431.95,zone.3,11,NA,0.451233333,6.51,2,0.7749333329999932,428.95,-0.8063000000000022,p2
3.6,2018-07-24,432.69,4.56,3.9,26.58,18.87,431.95,zone.3,12,1.3537,0.451233333,10.19,1,-0.6850666669999907,428.95,-1.459999999999984,p2
3.6,2018-07-27,433.88,NA,3.92,26.01,16.39,431.95,zone.3,13,NA,0.55,6.8,3,5.480000000000007,428.95,6.165066666999998,p2
3.6,2018-07-30,438.37,NA,1,14.5,19.21,431.95,zone.3,14,NA,0.55,6.86,2,6.050000000000016,428.95,0.5700000000000092,a2
3.6,2018-08-02,437.56,7.72,1,13.6,7.64,431.95,zone.3,15,1.1,0.55,4.89,1,4.2400000000000135,428.95,-1.8100000000000023,a2
3.6,2018-08-05,439.24,NA,0.98,13.75,8.71,431.95,zone.3,16,NA,NA,NA,0,NA,428.95,NA,a2
3.7,2018-06-21,431.77,0,3,NA,NA,433.48,zone.3,0,0,NA,NA,0,NA,428.77,NA,b1
3.7,2018-06-21,431.77,NA,1.0164,13.9895,NA,433.48,zone.3,1,NA,1.326233333,6.6895,3,4.326233333,428.77,NA,b1
3.7,2018-06-24,431.91,NA,1.0423,14.6709,7.3,433.48,zone.3,2,NA,1.326233333,4.0409,2,3.4498333330000435,428.77,-0.8763999999999568,b1
3.7,2018-06-27,429.84,1.08,1.0109,14.5563,10.63,433.48,zone.3,3,3.9787,1.326233333,4.7763,1,0.3375333329999932,428.77,-3.11230000000005,b1
3.7,2018-06-30,431.84,NA,3.1754,26.4026,9.78,433.48,zone.3,4,NA,-0.466733333,4.7426,3,2.603266666999993,428.77,2.265733334,p1
3.7,2018-07-03,435.33,NA,3.8835,25.1701,21.66,433.48,zone.3,5,NA,-0.466733333,6.5301,2,2.9178666670000024,428.77,0.3146000000000093,p1
3.7,2018-07-06,441.5,9.47,3.9275,25.4302,18.64,433.48,zone.3,6,-1.4002,-0.466733333,8.2202,1,5.204366667000019,428.77,2.2865000000000166,p1
3.7,2018-07-09,435.04,NA,1.032,14.4971,17.21,433.48,zone.3,7,NA,0.47,4.4571,3,6.740000000000038,428.77,1.5356333330000194,a1.b2
3.7,2018-07-12,435.58,NA,1.0405,13.7288,10.04,433.48,zone.3,8,NA,0.47,6.3588,2,6.248000000000002,428.77,-0.4920000000000364,a1.b2
3.7,2018-07-15,437.7,4.59,0.9933,14.5154,7.37,433.48,zone.3,9,1.41,0.47,6.4354,1,7.327500000000007,428.77,1.0795000000000048,a1.b2
3.7,2018-07-18,432,NA,1.0016,14.087,8.08,433.48,zone.3,10,NA,0.616633333,8.117,3,3.8466333330000184,428.77,-3.4808666669999884,a1.b2
3.7,2018-07-21,431.9,NA,3.915,25.75,5.97,433.48,zone.3,11,NA,0.616633333,6.99,2,2.745033332999996,428.77,-1.1016000000000226,p2
3.7,2018-07-24,435.59,4.06,3.89,26.87,18.76,433.48,zone.3,12,1.8499,0.616633333,7.62,1,2.520033332999993,428.77,-0.22500000000000275,p2
3.7,2018-07-27,436.04,NA,1.9,25.33,19.25,433.48,zone.3,13,NA,-0.025,8.41,3,7.245000000000038,428.77,4.724966667000045,p2
3.7,2018-07-30,440.95,NA,1.01,13.81,16.92,433.48,zone.3,14,NA,-0.025,7.06,2,10.255000000000006,428.77,3.009999999999968,a2
3.7,2018-08-02,439.96,6.85,1,13.89,6.75,433.48,zone.3,15,-0.05,-0.025,5.67,1,8.254999999999997,428.77,-2.000000000000009,a2
3.7,2018-08-05,433.99,NA,1,13.92,8.22,433.48,zone.3,16,NA,NA,NA,0,NA,428.77,NA,a2
4.1,2018-06-21,436.57,0,3,NA,NA,434.88,zone.4,0,0,NA,NA,0,NA,433.57,NA,b1
4.1,2018-06-21,436.57,NA,0.746,11.3621,NA,434.88,zone.4,1,NA,0.713366667,5.0821,3,3.713366667,433.57,NA,b1
4.1,2018-06-24,436.63,NA,0.7541,11.8678,6.28,434.88,zone.4,2,NA,0.713366667,5.6578,2,3.027366667000002,433.57,-0.6859999999999977,b1
4.1,2018-06-27,435.44,2.36,0.7019,11.7628,6.21,434.88,zone.4,3,2.1401,0.713366667,5.0828,1,1.0832666670000046,433.57,-1.9440999999999975,b1
4.1,2018-06-30,432.77,NA,1.571,20.4395,6.68,434.88,zone.4,4,NA,0.115366667,9.5695,3,-0.6846333330000114,433.57,-1.767900000000016,p1
4.1,2018-07-03,435.73,NA,1.6032,20.4365,10.87,434.88,zone.4,5,NA,0.115366667,9.4465,2,0.704366667000025,433.57,1.3890000000000364,p1
4.1,2018-07-06,438.93,3.53,1.6127,19.1888,10.99,434.88,zone.4,6,0.3461,0.115366667,3.8388,1,2.3011666670000137,433.57,1.5967999999999887,p1
4.1,2018-07-09,433.51,NA,0.7154,11.7877,15.35,434.88,zone.4,7,NA,0.3945,4.3377,3,0.33449999999999774,433.57,-1.966666667000016,a1.b2
4.1,2018-07-12,434.79,NA,0.7154,11.1429,7.45,434.88,zone.4,8,NA,0.3945,3.5929,2,0.8991000000000273,433.57,0.5646000000000295,a1.b2
4.1,2018-07-15,433.01,1.86,0.7882,12.3611,7.55,434.88,zone.4,9,1.1835,0.3945,5.3511,1,-1.5963000000000023,433.57,-2.4954000000000294,a1.b2
4.1,2018-07-18,432.03,NA,0.7587,12.3276,7.01,434.88,zone.4,10,NA,0.198966667,5.2976,3,-1.3410333330000204,433.57,0.2552666669999819,a1.b2
4.1,2018-07-21,432.25,NA,1.62,19.55,7.03,434.88,zone.4,11,NA,0.198966667,3.26,2,-1.8797333329999932,433.57,-0.5386999999999729,p2
4.1,2018-07-24,431.82,2.57,1.6,20.44,16.29,434.88,zone.4,12,0.5969,0.198966667,10.04,1,-3.929733333,433.57,-2.050000000000007,p2
4.1,2018-07-27,431.58,NA,1.63,18.64,10.4,434.88,zone.4,13,NA,0.3,2.73,3,-1.690000000000009,433.57,2.2397333329999913,p2
4.1,2018-07-30,434.81,NA,0.78,12.37,15.91,434.88,zone.4,14,NA,0.3,5.39,2,-0.08999999999999081,433.57,1.6000000000000183,a2
4.1,2018-08-02,435.56,3.41,0.75,11.75,6.98,434.88,zone.4,15,0.6,0.3,9.94,1,-0.11999999999999084,433.57,-0.030000000000000027,a2
4.1,2018-08-05,434.02,NA,0.75,11.82,1.81,434.88,zone.4,16,NA,NA,NA,0,NA,433.57,NA,a2
4.2,2018-06-21,437.02,0,3,NA,NA,435.18,zone.4,0,0,NA,NA,0,NA,434.02,NA,b1
4.2,2018-06-21,437.02,NA,0.7351,11.1516,NA,435.18,zone.4,1,NA,-0.269333333,3.9016,3,2.730666667,434.02,NA,b1
4.2,2018-06-24,437.06,NA,0.7269,10.8268,7.25,435.18,zone.4,2,NA,-0.269333333,3.7268,2,2.0355666670000203,434.02,-0.6950999999999796,b1
4.2,2018-06-27,437.91,5.27,0.724,11.7029,7.1,435.18,zone.4,3,-0.808,-0.269333333,2.5129,1,2.158666667000043,434.02,0.12310000000002264,b1
4.2,2018-06-30,433.52,NA,1.6281,19.9211,9.19,435.18,zone.4,4,NA,0.0911,10.7611,3,-0.4089,434.02,-2.567566667000043,p1
4.2,2018-07-03,433.16,NA,1.6212,19.9117,9.16,435.18,zone.4,5,NA,0.0911,7.3917,2,-2.3969999999999567,434.02,-1.9880999999999567,p1
4.2,2018-07-06,437.38,3.7,1.6282,20.0568,12.52,435.18,zone.4,6,0.2733,0.0911,8.7968,1,0.20180000000001358,434.02,2.5987999999999705,p1
4.2,2018-07-09,435.63,NA,0.7635,11.4405,11.26,435.18,zone.4,7,NA,0.269,4.7005,3,1.8790000000000138,434.02,1.6772000000000002,a1.b2
4.2,2018-07-12,435.63,NA,0.7353,11.5683,6.74,435.18,zone.4,8,NA,0.269,5.0183,2,1.1155000000000137,434.02,-0.7635000000000001,a1.b2
4.2,2018-07-15,436.01,2.32,0.7648,11.860900000000001,6.55,435.18,zone.4,9,0.807,0.269,4.0709,1,0.7602000000000091,434.02,-0.3553000000000046,a1.b2
4.2,2018-07-18,434.01,NA,0.747,10.9585,7.79,435.18,zone.4,10,NA,0.1906,4.4585,3,0.1806000000000091,434.02,-0.5796,a1.b2
4.2,2018-07-21,434.55,NA,1.6,19.4,6.5,435.18,zone.4,11,NA,0.1906,11.86,2,-0.026399999999970447,434.02,-0.20699999999997953,p2
4.2,2018-07-24,436.55,2.54,1.6,20.74,7.54,435.18,zone.4,12,0.5718,0.1906,12.01,1,0.37360000000002946,434.02,0.3999999999999999,p2
4.2,2018-07-27,435.86,NA,1.61,19.89,8.73,435.18,zone.4,13,NA,0.6,6.4,3,2.440000000000032,434.02,2.0664000000000025,p2
4.2,2018-07-30,436.51,NA,0.73,12.67,13.49,435.18,zone.4,14,NA,0.6,6.4,2,1.4800000000000089,434.02,-0.9600000000000231,a2
4.2,2018-08-02,437.07,2.74,0.75,11.62,6.27,435.18,zone.4,15,1.2,0.6,10.53,1,1.3100000000000112,434.02,-0.1699999999999977,a2
4.2,2018-08-05,435.96,NA,0.76,12.31,1.09,435.18,zone.4,16,NA,NA,NA,0,NA,434.02,NA,a2
4.3,2018-06-21,427.66,0,3,NA,NA,430.5119048,zone.4,0,0,NA,NA,0,NA,424.66,NA,b1
4.3,2018-06-21,427.66,NA,0.7547,10.6192,NA,430.5119048,zone.4,1,NA,0.805533333,4.8392,3,3.805533333,424.66,NA,b1
4.3,2018-06-24,427.62,NA,0.7719,10.9217,5.78,430.5119048,zone.4,2,NA,0.805533333,5.2517,2,3.0108333329999795,424.66,-0.7947000000000206,b1
4.3,2018-06-27,428.26,2.11,0.717,12.0148,5.67,430.5119048,zone.4,3,2.4166,0.805533333,5.0048,1,2.878933332999966,424.66,-0.13190000000001367,b1
4.3,2018-06-30,426.88,NA,1.6025,20.7385,7.01,430.5119048,zone.4,4,NA,0.5589,7.6685,3,2.7788999999999704,424.66,-0.1000333329999954,p1
4.3,2018-07-03,428.34,NA,1.5972,20.119,13.07,430.5119048,zone.4,5,NA,0.5589,10.229,2,2.63639999999995,424.66,-0.1425000000000205,p1
4.3,2018-07-06,430.92,2.24,1.6241,19.7397,9.89,430.5119048,zone.4,6,1.6767,0.5589,10.3697,1,3.619199999999991,424.66,0.982800000000041,p1
4.3,2018-07-09,429.34,NA,0.7418,11.8665,9.37,430.5119048,zone.4,7,NA,0.574066667,5.5765,3,5.25406666699995,424.66,1.6348666669999594,a1.b2
4.3,2018-07-12,428.3,NA,0.7163,11.8079,6.29,430.5119048,zone.4,8,NA,0.574066667,5.3479,2,3.472266666999986,424.66,-1.781799999999964,a1.b2
4.3,2018-07-15,427.34,1.36,0.7615,12.056,6.46,430.5119048,zone.4,9,1.7222,0.574066667,6.076,1,1.79596666699995,424.66,-1.6763000000000363,a1.b2
4.3,2018-07-18,427.11,NA,0.7472,12.3137,5.98,430.5119048,zone.4,10,NA,0.266233333,6.2437,3,2.716233332999989,424.66,0.9202666660000389,a1.b2
4.3,2018-07-21,426.98,NA,1.6,13.4,6.07,430.5119048,zone.4,11,NA,0.266233333,4.68,2,1.8390333329999933,424.66,-0.8771999999999955,p2
4.3,2018-07-24,428.32,2.31,1.59,20.21,8.72,430.5119048,zone.4,12,0.7987,0.266233333,12.84,1,1.5790333329999682,424.66,-0.2600000000000251,p2
4.3,2018-07-27,430.57,NA,1.62,19.98,7.37,430.5119048,zone.4,13,NA,1.21,10.3,3,7.119999999999968,424.66,5.540966667,p2
4.3,2018-07-30,432.11,NA,0.78,11.52,9.68,430.5119048,zone.4,14,NA,1.21,4.91,2,7.0399999999999885,424.66,-0.07999999999997964,a2
4.3,2018-08-02,429.31,1.57,0.75,14.59,6.61,430.5119048,zone.4,15,2.42,1.21,7.16,1,3.459999999999977,424.66,-3.5800000000000116,a2
4.3,2018-08-05,429,NA,0.73,11.4,7.43,430.5119048,zone.4,16,NA,NA,NA,0,NA,424.66,NA,a2
4.4,2018-06-21,424.52,0,3,NA,NA,424.57,zone.4,0,0,NA,NA,0,NA,421.52,NA,b1
4.4,2018-06-21,424.52,NA,0.7611,11.7237,NA,424.57,zone.4,1,NA,0.893933333,5.0437,3,3.893933333,421.52,NA,b1
4.4,2018-06-24,423.76,NA,0.7407,10.4405,6.68,424.57,zone.4,2,NA,0.893933333,4.7005,2,2.3728333330000093,421.52,-1.5210999999999908,b1
4.4,2018-06-27,423.46,1.82,0.7165,11.7062,5.74,424.57,zone.4,3,2.6818,0.893933333,5.6762,1,1.3321333329999978,421.52,-1.0407000000000115,b1
4.4,2018-06-30,422.56,NA,1.5811,19.796,6.03,424.57,zone.4,4,NA,0.386233333,8.636,3,1.4262333330000205,421.52,0.09410000000002272,p1
4.4,2018-07-03,425.49,NA,1.5811,29.1526,11.16,424.57,zone.4,5,NA,0.386233333,18.5726,2,2.775133333000027,421.52,1.3489000000000064,p1
4.4,2018-07-06,428.56,2.72,1.5684,18.5588,10.58,424.57,zone.4,6,1.1587,0.386233333,8.3988,1,4.26403333300002,421.52,1.488899999999993,p1
4.4,2018-07-09,424.13,NA,0.7535,11.8163,10.16,424.57,zone.4,7,NA,0.444833333,1.0263,3,3.0548333330000137,421.52,-1.2092000000000063,a1.b2
4.4,2018-07-12,424.38,NA,0.7226,11.4626,10.79,424.57,zone.4,8,NA,0.444833333,4.0126,2,2.551333333000014,421.52,-0.5034999999999998,a1.b2
4.4,2018-07-15,425.25,1.71,0.7784,11.7803,7.45,424.57,zone.4,9,1.3345,0.444833333,4.3203,1,2.6987333330000185,421.52,0.14740000000000464,a1.b2
4.4,2018-07-18,422.48,NA,0.747,11.4123,7.46,424.57,zone.4,10,NA,0.405133333,3.5023,3,1.3651333330000364,421.52,-1.3335999999999821,a1.b2
4.4,2018-07-21,422.729,NA,1.61,19.08,7.91,424.57,zone.4,11,NA,0.405133333,6.23,2,0.8671333330000032,421.52,-0.4980000000000332,p2
4.4,2018-07-24,424.02,1.92,1.63,20.69,12.85,424.57,zone.4,12,1.2154,0.405133333,10.15,1,0.5481333329999999,421.52,-0.3190000000000033,p2
4.4,2018-07-27,424.4,NA,1.58,20.72,10.54,424.57,zone.4,13,NA,1.42,5.77,3,4.299999999999995,421.52,3.7518666669999954,p2
4.4,2018-07-30,425.41,NA,0.75,12.05,14.95,424.57,zone.4,14,NA,1.42,5.11,2,3.730000000000043,421.52,-0.5699999999999523,a2
4.4,2018-08-02,424.82,1.12,0.76,11.07,6.94,424.57,zone.4,15,2.84,1.42,5.25,1,2.3900000000000112,421.52,-1.3400000000000318,a2
4.4,2018-08-05,423.26,NA,0.74,12.44,5.82,424.57,zone.4,16,NA,NA,NA,0,NA,421.52,NA,a2
4.5,2018-06-21,427.53,0,3,NA,NA,430.5119048,zone.4,0,0,NA,NA,0,NA,424.53,NA,b1
4.5,2018-06-21,427.53,NA,0.7518,10.5238,NA,430.5119048,zone.4,1,NA,0.3347,4.6338,3,3.3346999999999998,424.53,NA,b1
4.5,2018-06-24,427.56,NA,0.7823,12.0419,5.89,430.5119048,zone.4,2,NA,0.3347,5.5419,2,2.612900000000029,424.53,-0.7217999999999707,b1
4.5,2018-06-27,428.41,3.53,0.7505,11.3414,6.5,430.5119048,zone.4,3,1.0041,0.3347,5.7514,1,2.6806000000000516,424.53,0.06770000000002252,b1
4.5,2018-06-30,425.04,NA,1.6281,20.409,5.59,430.5119048,zone.4,4,NA,0.105133333,11.289,3,0.6151333330000477,424.53,-2.065466667000004,p1
4.5,2018-07-03,427.76,NA,1.6168,18.9227,9.12,430.5119048,zone.4,5,NA,0.105133333,7.4327,2,1.707033333000018,424.53,1.0918999999999703,p1
4.5,2018-07-06,430.69,3.68,1.6146,19.9098,11.49,430.5119048,zone.4,6,0.3154,0.105133333,4.5298,1,3.0202333330000255,424.53,1.3132000000000075,p1
4.5,2018-07-09,426.46,NA,0.7385,11.8189,15.38,430.5119048,zone.4,7,NA,0.293566667,5.3389,3,2.2235666670000067,424.53,-0.7966666660000188,a1.b2
4.5,2018-07-12,426.77,NA,0.7776,11.6688,6.48,430.5119048,zone.4,8,NA,0.293566667,5.0188,2,1.7950666670000088,424.53,-0.4284999999999979,a1.b2
4.5,2018-07-15,428.6,2.25,0.7809,11.8693,6.65,430.5119048,zone.4,9,0.8807,0.293566667,4.7793,1,2.8474666670000497,424.53,1.0524000000000409,a1.b2
4.5,2018-07-18,425.42,NA,0.7243,11.4123,7.09,430.5119048,zone.4,10,NA,0.2184,4.8823,3,1.1084000000000431,424.53,-1.7390666670000066,a1.b2
4.5,2018-07-21,425.94,NA,1.62,19.49,6.53,430.5119048,zone.4,11,NA,0.2184,6.83,2,0.904100000000025,424.53,-0.20430000000001813,p2
4.5,2018-07-24,427.26,2.47,1.58,20.58,12.66,430.5119048,zone.4,12,0.6552,0.2184,11.4,1,0.6041000000000181,424.53,-0.30000000000000693,p2
4.5,2018-07-27,428.96,NA,1.6,20.45,9.18,430.5119048,zone.4,13,NA,0.735,7.23,3,5.165000000000007,424.53,4.5608999999999895,p2
4.5,2018-07-30,425.84,NA,0.75,12.23,13.22,430.5119048,zone.4,14,NA,0.735,5.28,2,0.44500000000000217,424.53,-4.720000000000005,a2
4.5,2018-08-02,428.45,2.46,0.75,11.21,6.95,430.5119048,zone.4,15,1.47,0.735,4.3,1,2.3050000000000157,424.53,1.8600000000000136,a2
4.5,2018-08-05,426.44,NA,0.76,11.8,6.91,430.5119048,zone.4,16,NA,NA,NA,0,NA,424.53,NA,a2
4.6,2018-06-21,435.24,0,3,NA,NA,436.26,zone.4,0,0,NA,NA,0,NA,432.24,NA,b1
4.6,2018-06-21,435.24,NA,0.7634,11.6295,NA,436.26,zone.4,1,NA,0.893666667,4.9395,3,3.8936666669999997,432.24,NA,b1
4.6,2018-06-24,435.9,NA,0.7276,11.2936,6.69,436.26,zone.4,2,NA,0.893666667,4.9736,2,3.790266666999968,432.24,-0.10340000000003169,b1
4.6,2018-06-27,435.7,1.81,0.7727,11.607,6.32,436.26,zone.4,3,2.681,0.893666667,4.347,1,2.8626666669999796,432.24,-0.9275999999999884,b1
4.6,2018-06-30,434.74,NA,1.6022,23.7422,7.26,436.26,zone.4,4,NA,0.5347,10.6122,3,3.0347,432.24,0.17203333300002033,p1
4.6,2018-07-03,436.15,NA,1.5692,20.0415,13.13,436.26,zone.4,5,NA,0.5347,10.9315,2,2.8424999999999683,432.24,-0.19220000000003168,p1
4.6,2018-07-06,439.07,2.34,1.6023,15.7435,9.11,436.26,zone.4,6,1.6041,0.5347,4.0635,1,4.193299999999984,432.24,1.3508000000000155,p1
4.6,2018-07-09,436.28,NA,0.7341,11.4928,11.68,436.26,zone.4,7,NA,0.153233333,4.7528,3,4.193233332999964,432.24,-6.666700002000425e-5,a1.b2
4.6,2018-07-12,436.02,NA,0.7733,11.6905,6.74,436.26,zone.4,8,NA,0.153233333,4.9105,2,3.199133332999973,432.24,-0.9940999999999907,a1.b2
4.6,2018-07-15,435.15,2.65,0.7882,11.735900000000001,6.78,436.26,zone.4,9,0.4597,0.153233333,4.7959,1,1.5558333329999683,432.24,-1.6433000000000049,a1.b2
4.6,2018-07-18,433.46,NA,0.727,11.991,6.94,436.26,zone.4,10,NA,0.111733333,5.141,3,1.3317333329999705,432.24,-0.22409999999999775,a1.b2
4.6,2018-07-21,433.55,NA,1.64,18.82,6.85,436.26,zone.4,11,NA,0.111733333,1.56,2,0.6947333330000023,432.24,-0.6369999999999683,p2
4.6,2018-07-24,432.27,2.82,1.6,20.05,17.26,436.26,zone.4,12,0.3352,0.111733333,2.27,1,-2.225266667000027,432.24,-2.9200000000000292,p2
4.6,2018-07-27,434.02,NA,1.62,20.27,17.78,436.26,zone.4,13,NA,0.175,2.87,3,1.9549999999999728,432.24,4.180266667,p2
4.6,2018-07-30,434.87,NA,0.75,11.42,17.4,436.26,zone.4,14,NA,0.175,3.98,2,1.1849999999999954,432.24,-0.7699999999999774,a2
4.6,2018-08-02,433.64,3.62,0.75,11.34,7.44,436.26,zone.4,15,0.35,0.175,3.49,1,-0.7950000000000228,432.24,-1.9800000000000182,a2
4.6,2018-08-05,434,NA,0.72,12.23,7.85,436.26,zone.4,16,NA,NA,NA,0,NA,432.24,NA,a2
4.7,2018-06-21,426.11,0,3,NA,NA,430.5119048,zone.4,0,0,NA,NA,0,NA,423.11,NA,b1
4.7,2018-06-21,426.11,NA,0.7428,10.7716,NA,430.5119048,zone.4,1,NA,0.9594,5.5616,3,3.9594,423.11,NA,b1
4.7,2018-06-24,426.7,NA,0.7154,11.3275,5.21,430.5119048,zone.4,2,NA,0.9594,4.3675,2,3.806599999999975,423.11,-0.15280000000002492,b1
4.7,2018-06-27,426.95,1.58,0.7784,11.5016,6.96,430.5119048,zone.4,3,2.8782,0.9594,4.9516,1,3.3411999999999753,423.11,-0.4653999999999998,b1
4.7,2018-06-30,425.84,NA,1.6055,19.9695,6.55,430.5119048,zone.4,4,NA,-0.124533333,9.3495,3,2.6054666669999613,423.11,-0.735733333000014,p1
4.7,2018-07-03,428.8,NA,1.6025,21.2543,10.62,430.5119048,zone.4,5,NA,-0.124533333,7.4943,2,3.9599666669999976,423.11,1.3545000000000362,p1
4.7,2018-07-06,431.18,4.36,1.6185,19.2331,13.76,430.5119048,zone.4,6,-0.3736,-0.124533333,5.9731,1,4.737466666999993,423.11,0.7774999999999959,p1
4.7,2018-07-09,426.36,NA,0.7841,11.7288,13.26,430.5119048,zone.4,7,NA,0.279066667,4.3288,3,3.529066667,423.11,-1.2083999999999935,a1.b2
4.7,2018-07-12,426.88,NA,0.7746,11.6501,7.4,430.5119048,zone.4,8,NA,0.279066667,5.1001,2,3.2649666669999817,423.11,-0.2641000000000182,a1.b2
4.7,2018-07-15,428.17,2.34,0.769,11.1783,6.55,430.5119048,zone.4,9,0.8372,0.279066667,5.0183,1,3.7803666670000027,423.11,0.515400000000021,a1.b2
4.7,2018-07-18,424.37,NA,0.7159,11.0099,6.16,430.5119048,zone.4,10,NA,0.301633333,3.8999,3,1.561633332999991,423.11,-2.218733334000012,a1.b2
4.7,2018-07-21,424.7,NA,1.61,19.6,7.11,430.5119048,zone.4,11,NA,0.301633333,7.05,2,1.175733332999975,423.11,-0.3859000000000159,p2
4.7,2018-07-24,423.33,2.19,1.61,20.95,12.55,430.5119048,zone.4,12,0.9049,0.301633333,8.69,1,-1.8042666670000294,423.11,-2.9800000000000044,p2
4.7,2018-07-27,426.16,NA,1.6,19.84,12.26,430.5119048,zone.4,13,NA,0.445,3.57,3,3.495000000000011,423.11,5.29926666700004,p2
