rep,id,date,mc_mass,p_mass_rm,p_mass_fd,n_mass_fd,n_mass_rm,treatment,fd_day,p_mass_cons,p_mass_cons_avg,n_mass_cons,fd_day_count,fd.day.count,mc_mass_init,mc_mass_true,mc_mass_true_intrp,pulse_cat,mc_mass_diff,total_p_cons,total_n_cons,trt_pulse,trt_total
1,4.4,2018-03-29,431.31,NA,1.78,19.5,6.89,zone.4,5,0,0.915,5.8,2,1,431.22,0.16499999999997506,0.16499999999997506,p1,NA,3.1725000000000003,23.36,pulse,60
1,4.4,2018-04-01,NA,NA,1.79,20.49,13.86,zone.4,6,0,0.915,5.640000000000001,1,2,431.22,-0.15500000000002162,-0.15500000000002162,p1,NA,4.0875,29,pulse,60
1,4.4,2018-04-05,434.24,NA,1.88,20.22,9.27,zone.4,7,0,0.915,11.219999999999999,0,3,431.22,-0.4750000000000183,-0.4750000000000183,p1,NA,5.0025,40.22,pulse,60
1,4.4,2018-04-09,434.63,2.63,0.74,10.82,12.85,zone.4,8,3.66,0.5900000000000002,7.369999999999999,3,0,431.22,0.32999999999996843,0.32999999999996843,a1.b2,NA,5.5925,47.59,pulse,60
1,4.4,2018-04-13,432.55,NA,0.8,12.98,7.23,zone.4,9,0,0.5900000000000002,3.59,2,1,431.22,1.1799999999999842,1.1799999999999842,a1.b2,NA,6.182500000000001,51.18,pulse,60
1,4.4,2018-04-16,431.37,NA,0.78,13.65,7.3,zone.4,10,0,0.5900000000000002,5.680000000000001,1,2,431.22,0.7399999999999775,0.7399999999999775,a1.b2,NA,6.772500000000001,56.86,pulse,60
1,4.4,2018-04-20,430.79,NA,0.78,12.62,8.1,zone.4,11,0,0.5900000000000002,5.550000000000001,0,3,431.22,-2.160000000000007,-2.160000000000007,a1.b2,NA,7.362500000000001,62.410000000000004,pulse,60
1,4.4,2018-04-24,430.77,1.33,1.81,19.82,7.45,zone.4,12,1.7700000000000005,0.89,5.169999999999999,3,0,431.22,-1.1200000000000454,-1.1200000000000454,p2,NA,8.252500000000001,67.58,pulse,60
1,4.4,2018-04-28,NA,NA,1.74,24.45,8.64,zone.4,13,0,0.89,11.18,2,1,431.22,2.779999999999959,2.779999999999959,p2,NA,9.142500000000002,78.76,pulse,60
1,4.4,2018-05-02,437.01,NA,1.74,19.95,15.72,zone.4,14,0,0.89,8.729999999999999,1,2,431.22,6.679999999999963,6.679999999999963,p2,NA,10.0325,87.49,pulse,60
1,4.4,2018-05-07,437.86,2.62,0.72,12.73,12.34,zone.4,15,2.67,0,7.609999999999999,3,3,431.22,5.766666666666643,5.766666666666643,a2,NA,10.0325,95.1,pulse,60
1,4.4,2018-05-11,NA,NA,0.73,10.36,7.65,zone.4,16,0,0,5.08,2,1,431.22,4.853333333333321,4.853333333333321,a2,NA,10.0325,100.17999999999999,pulse,60
1,4.4,2018-05-14,434.73,NA,0.81,14.34,5.84,zone.4,17,0,0,4.52,1,2,431.22,3.94,3.94,a2,NA,10.0325,104.7,pulse,60
1,4.6,2018-03-15,443.7,0,2,12.07,0,zone.4,1,0,0.7333333333333333,0,3,1,441.7,-1.3666666666666667,-1.3666666666666667,b1,NA,0.7333333333333333,0,pulse,60
1,4.6,2018-03-18,443.45,NA,0.76,12.8,6.23,zone.4,2,0,0.7333333333333333,5.84,2,2,441.7,0.4833333333333333,0.4833333333333333,b1,NA,1.4666666666666666,5.84,pulse,60
1,4.6,2018-03-22,442.83,NA,0.81,11.7,6.92,zone.4,3,0,0.7333333333333333,5.880000000000001,1,3,441.7,1.8633333333333288,1.8633333333333288,b1,NA,2.1999999999999997,11.72,pulse,60
1,4.6,2018-03-26,444.49,1.37,0.78,12,6.77,zone.4,4,2.1999999999999997,1.0900000000000003,4.93,3,0,441.7,2.310000000000021,2.310000000000021,b1,NA,3.29,16.65,pulse,60
1,4.6,2018-03-29,443.74,NA,1.75,19.84,7.5,zone.4,5,0,1.0900000000000003,4.5,2,1,441.7,2.350000000000021,2.350000000000021,p1,NA,4.380000000000001,21.15,pulse,60
1,4.6,2018-04-01,447.11,NA,1.83,20.64,8.89,zone.4,6,0,1.0900000000000003,10.95,1,2,441.7,6.500000000000025,6.500000000000025,p1,NA,5.470000000000001,32.1,pulse,60
1,4.6,2018-04-05,445.97,NA,1.85,19.48,8.96,zone.4,7,0,1.0900000000000003,11.68,0,3,441.7,1.0000000000000389,1.0000000000000389,p1,NA,6.560000000000001,43.78,pulse,60
1,4.6,2018-04-09,446.6,1.85,0.75,12.49,8.01,zone.4,8,4.360000000000001,0.5349999999999999,11.47,3,0,441.7,1.7550000000000339,1.7550000000000339,a1.b2,NA,7.095000000000001,55.25,pulse,60
1,4.6,2018-04-13,444.96,NA,0.83,12.23,7.75,zone.4,9,0,0.5349999999999999,4.74,2,1,441.7,3.044999999999991,3.044999999999991,a1.b2,NA,7.630000000000001,59.99,pulse,60
1,4.6,2018-04-16,443.96,NA,0.69,12.58,6.87,zone.4,10,0,0.5349999999999999,5.36,1,2,441.7,2.794999999999991,2.794999999999991,a1.b2,NA,8.165000000000001,65.35,pulse,60
1,4.6,2018-04-20,442.82,NA,0.78,11.46,7.06,zone.4,11,0,0.5349999999999999,5.5200000000000005,0,3,441.7,-0.6149999999999956,-0.6149999999999956,a1.b2,NA,8.700000000000001,70.87,pulse,60
1,4.6,2018-04-24,443.84,0.91,1.76,20.29,7.43,zone.4,12,2.1399999999999997,1.3033333333333332,4.030000000000001,3,0,441.7,1.9733333333333196,1.9733333333333196,p2,NA,10.003333333333334,74.9,pulse,60
1,4.6,2018-04-28,NA,NA,1.72,20.93,7.79,zone.4,13,0,1.3033333333333332,12.5,2,1,441.7,4.963333333333344,4.963333333333344,p2,NA,11.306666666666667,87.4,pulse,60
1,4.6,2018-05-02,448.35,NA,1.78,20.71,12.05,zone.4,14,0,1.3033333333333332,8.879999999999999,1,2,441.7,7.953333333333367,7.953333333333367,p2,NA,12.610000000000001,96.28,pulse,60
1,4.6,2018-05-07,449.34,1.35,0.78,12.12,10,zone.4,15,3.9099999999999997,0,10.71,3,3,441.7,6.702222222222245,6.702222222222245,a2,NA,12.610000000000001,106.99000000000001,pulse,60
1,4.6,2018-05-11,NA,NA,0.79,11.29,7.03,zone.4,16,0,0,5.089999999999999,2,1,441.7,5.451111111111123,5.451111111111123,a2,NA,12.610000000000001,112.08,pulse,60
1,4.6,2018-05-14,444.97,NA,0.8,12.43,6.49,zone.4,17,0,0,4.799999999999999,1,2,441.7,4.2,4.2,a2,NA,12.610000000000001,116.88,pulse,60
1,4.7,2018-03-15,432.93,0,2,13.08,0,zone.4,1,0,0.41250000000000003,0,3,1,430.93,-1.7874999999999996,-1.7874999999999996,b1,NA,0.41250000000000003,0,pulse,60
1,4.7,2018-03-18,433.03,NA,0.81,15.32,7.99,zone.4,2,0,0.41250000000000003,5.09,2,2,430.93,0.512499999999966,0.512499999999966,b1,NA,0.8250000000000001,5.09,pulse,60
1,4.7,2018-03-22,433.51,NA,0.83,10.65,7.65,zone.4,3,0,0.41250000000000003,7.67,1,3,430.93,2.992499999999984,2.992499999999984,b1,NA,1.2375,12.76,pulse,60
1,4.7,2018-03-26,434.08,1.99,0.8,12.33,6,zone.4,4,1.6500000000000001,0.9966666666666666,4.65,3,0,430.93,2.5066666666666437,2.5066666666666437,b1,NA,2.234166666666667,17.41,pulse,60
1,4.7,2018-03-29,437.34,NA,1.75,19.94,7.91,zone.4,5,0,0.9966666666666666,4.42,2,1,430.93,6.606666666666635,6.606666666666635,p1,NA,3.2308333333333334,21.83,pulse,60
1,4.7,2018-04-01,434.64,NA,1.75,20.65,13.57,zone.4,6,0,0.9966666666666666,6.370000000000001,1,2,430.93,4.706666666666646,4.706666666666646,p1,NA,4.2275,28.200000000000003,pulse,60
1,4.7,2018-04-05,435.5,NA,1.75,20.15,11.98,zone.4,7,0,0.9966666666666666,8.669999999999998,0,3,430.93,1.2666666666666597,1.2666666666666597,p1,NA,5.224166666666666,36.87,pulse,60
1,4.7,2018-04-09,436.59,3.06,0.75,11.6,11.89,zone.4,8,2.9899999999999998,0.7166666666666667,8.259999999999998,3,0,430.93,2.876666666666635,2.876666666666635,a1.b2,NA,5.940833333333333,45.129999999999995,pulse,60
1,4.7,2018-04-13,433.27,NA,0.83,11.84,7.52,zone.4,9,0,0.7166666666666667,4.08,2,1,430.93,2.3066666666666418,2.3066666666666418,a1.b2,NA,6.6575,49.209999999999994,pulse,60
1,4.7,2018-04-16,431.1,NA,0.69,11.45,6.3,zone.4,10,0,0.7166666666666667,5.54,1,2,430.93,0.8866666666666826,0.8866666666666826,a1.b2,NA,7.3741666666666665,54.75,pulse,60
1,4.7,2018-04-20,432.52,NA,0.78,12.64,7.39,zone.4,11,0,0.7166666666666667,4.06,0,3,430.93,0.036666666666641756,0.036666666666641756,a1.b2,NA,8.090833333333332,58.809999999999995,pulse,60
1,4.7,2018-04-24,432.6,0.9,1.76,20.82,8.01,zone.4,12,2.15,0.4966666666666666,4.630000000000001,3,0,430.93,0.6966666666666825,0.6966666666666825,p2,NA,8.5875,63.44,pulse,60
1,4.7,2018-04-28,NA,NA,1.72,21.49,16.97,zone.4,13,0,0.4966666666666666,3.8500000000000014,2,1,430.93,2.9616666666666838,2.9616666666666838,p2,NA,9.0841666666666665,67.28999999999999,pulse,60
1,4.7,2018-05-02,435.66,NA,1.78,22.17,18.45,zone.4,14,0,0.4966666666666666,3.039999999999999,1,2,430.93,5.226666666666684,5.226666666666684,p2,NA,9.580833333333333,70.33,pulse,60
1,4.7,2018-05-07,439.73,3.77,0.78,12.9,10.02,zone.4,15,1.4899999999999998,0,12.150000000000002,3,3,430.93,4.534444444444456,4.534444444444456,a2,NA,9.580833333333333,82.48,pulse,60
1,4.7,2018-05-11,NA,NA,0.79,11.81,7.98,zone.4,16,0,0,4.92,2,1,430.93,3.842222222222228,3.842222222222228,a2,NA,9.580833333333333,87.4,pulse,60
1,4.7,2018-05-14,434.48,NA,0.8,11.84,0,zone.4,17,0,0,0,1,2,430.93,3.15,3.15,a2,NA,9.580833333333333,87.4,pulse,60
2,1.1,2018-06-21,431.09,NA,1.0878,13.4162,NA,zone.1,1,0,0.0996666666666665,6.1962,3,NA,428.09,3.0996666666666663,NA,b1,3.0996666666666663,0.0996666666666665,6.1962,constant,60
2,1.1,2018-06-24,431.35,NA,0.9912,13.0067,7.22,zone.1,2,0,0.0996666666666665,5.6467,2,NA,428.09,2.271866666666714,NA,b1,-0.8277999999999524,0.199333333333333,11.8429,constant,60
2,1.1,2018-06-27,432.88,4.78,0.9727,13.6571,7.36,zone.1,3,0.2989999999999995,0.0996666666666665,6.7871,1,NA,428.09,2.8106666666666866,NA,b1,0.5387999999999726,0.2989999999999995,18.63,constant,60
2,1.1,2018-06-30,430.09,NA,0.9606,11.6712,6.87,zone.1,4,0,0.1335666666666667,5.331200000000001,3,NA,428.09,2.133566666666667,NA,p1,-0.6771000000000198,0.4325666666666662,23.9612,constant,60
2,1.1,2018-07-03,431.04,NA,1.0074,14.8163,6.34,zone.1,5,0,0.1335666666666667,6.686299999999999,2,NA,428.09,2.1229666666667124,NA,p1,-0.010599999999954424,0.5661333333333329,30.6475,constant,60
2,1.1,2018-07-06,432.03,2.54,1.0168,13.6729,8.13,zone.1,6,0.40070000000000006,0.1335666666666667,3.2028999999999996,1,NA,428.09,2.1055666666666646,NA,p1,-0.01740000000004782,0.6996999999999995,33.8504,constant,60
2,1.1,2018-07-09,429.89,NA,1.006,14.1716,10.47,zone.1,7,0,0.4353,5.4716000000000005,3,NA,428.09,2.235300000000011,NA,a1.b2,0.12973333333334658,1.1349999999999996,39.322,constant,60
2,1.1,2018-07-12,431.57,NA,1.0431,14.1106,8.7,zone.1,8,0,0.4353,5.390599999999999,2,NA,428.09,2.9093000000000178,NA,a1.b2,0.6740000000000066,1.5702999999999996,44.7126,constant,60
2,1.1,2018-07-15,431.38,1.76,1.0083,14.3152,8.72,zone.1,9,1.3059,0.4353,5.3552,1,NA,428.09,1.6762000000000206,NA,a1.b2,-1.2330999999999972,2.0056,50.0678,constant,60
2,1.1,2018-07-18,430.22,NA,1.013,14.1555,8.96,zone.1,10,0,0.5771000000000001,7.5955,3,NA,428.09,2.7071000000000525,NA,a1.b2,1.030900000000032,2.5826999999999996,57.6633,constant,60
2,1.1,2018-07-21,430.24,NA,1,13.82,6.56,zone.1,11,0,0.5771000000000001,5.27,2,NA,428.09,1.7141000000000344,NA,p2,-0.9930000000000181,3.1597999999999997,62.9333,constant,60
2,1.1,2018-07-24,429.11,1.29,1.03,16.97,8.55,zone.1,12,1.7313,0.5771000000000001,12.84,1,NA,428.09,-0.4158999999999612,NA,p2,-2.1299999999999955,3.7369,75.7733,constant,60
2,1.1,2018-07-27,430.18,NA,0.97,14.02,4.13,zone.1,13,0,0.47499999999999987,9.2,3,NA,428.09,2.5650000000000315,NA,p2,2.9808999999999926,4.2119,84.9733,constant,60
2,1.1,2018-07-30,430.48,NA,1.01,13.33,4.82,zone.1,14,0,0.47499999999999987,5.58,2,NA,428.09,1.895000000000043,NA,a2,-0.6699999999999884,4.6869,90.5533,constant,60
2,1.1,2018-08-02,431.62,2.06,1.01,13.68,7.75,zone.1,15,0.9499999999999997,0.47499999999999987,3.67,1,NA,428.09,2.0250000000000297,NA,a2,0.12999999999998657,5.161899999999999,94.2233,constant,60
2,1.1,2018-08-05,431.74,NA,1,13.6,10.01,zone.1,16,0,0,0,0,NA,428.09,1.0125000000000148,NA,a2,NA,5.161899999999999,94.2233,constant,60
2,1.2,2018-06-21,440.12,NA,1.0931,14.2467,NA,zone.1,1,0,0.5244666666666666,6.496700000000001,3,NA,437.12,3.5244666666666666,NA,b1,3.5244666666666666,0.5244666666666666,6.496700000000001,constant,60
2,1.2,2018-06-24,440.93,NA,1.0403,13.8998,7.75,zone.1,2,0,0.5244666666666666,6.369800000000001,2,NA,437.12,3.241366666666669,NA,b1,-0.28309999999999746,1.0489333333333333,12.866500000000002,constant,60
2,1.2,2018-06-27,443.09,3.56,0.967,14.6186,7.53,zone.1,3,1.5734,0.5244666666666666,6.368600000000001,1,NA,437.12,4.361066666666638,NA,b1,1.1196999999999684,1.5734,19.235100000000003,constant,60
2,1.2,2018-06-30,440,NA,1.0622,11.2996,8.25,zone.1,4,0,0.32650000000000007,4.0796,3,NA,437.12,3.2064999999999957,NA,p1,-1.1545666666666419,1.8999,23.314700000000002,constant,60
2,1.2,2018-07-03,439.04,NA,1.0203,13.902,7.22,zone.1,5,0,0.32650000000000007,6.071999999999999,2,NA,437.12,1.184300000000016,NA,p1,-2.02219999999998,2.2264,29.3867,constant,60
2,1.2,2018-07-06,441.31,2.07,1.0069,13.3129,7.83,zone.1,6,0.9795000000000003,0.32650000000000007,6.252900000000001,1,NA,437.12,2.4339999999999984,NA,p1,1.2496999999999825,2.5529,35.6396,constant,60
2,1.2,2018-07-09,438.95,NA,1.032,14.8606,7.06,zone.1,7,0,0.3535333333333333,6.230599999999999,3,NA,437.12,2.1835333333333176,NA,a1.b2,-0.2504666666666808,2.906433333333333,41.870200000000004,constant,60
2,1.2,2018-07-12,440.67,NA,1.0317,14.1032,8.63,zone.1,8,0,0.3535333333333333,6.853199999999999,2,NA,437.12,2.871533333333345,NA,a1.b2,0.6880000000000273,3.2599666666666667,48.7234,constant,60
2,1.2,2018-07-15,439.95,2.01,0.9768,14.028,7.25,zone.1,9,1.0606,0.3535333333333333,6.618,1,NA,437.12,1.1198333333333172,NA,a1.b2,-1.7517000000000276,3.6135,55.3414,constant,60
2,1.2,2018-07-18,438.82,NA,1.0078,14.3753,7.41,zone.1,10,0,0.4615333333333332,7.685299999999999,3,NA,437.12,2.1615333333333218,NA,a1.b2,1.0417000000000045,4.075033333333333,63.0267,constant,60
2,1.2,2018-07-21,439.18,NA,0.99,13.75,6.69,zone.1,11,0,0.4615333333333332,5.699999999999999,2,NA,437.12,1.5137333333333354,NA,p2,-0.6477999999999864,4.536566666666666,68.7267,constant,60
2,1.2,2018-07-24,438.2,1.59,0.97,15.33,8.05,zone.1,12,1.3845999999999996,0.4615333333333332,10.530000000000001,1,NA,437.12,-0.45626666666668275,NA,p2,-1.9700000000000182,4.9981,79.2567,constant,60
2,1.2,2018-07-27,436.07,NA,1.03,14.18,4.8,zone.1,13,0,0.9,5.66,3,NA,437.12,-0.15000000000001135,NA,p2,0.3062666666666714,5.8980999999999995,84.9167,constant,60
2,1.2,2018-07-30,441.39,NA,1,14.2,8.52,zone.1,14,0,0.9,7.169999999999999,2,NA,437.12,4.139999999999982,NA,a2,4.289999999999993,6.7981,92.0867,constant,60
2,1.2,2018-08-02,440.44,1.2,0.98,14.34,7.03,zone.1,15,1.8,0.9,5.879999999999999,1,NA,437.12,2.1899999999999933,NA,a2,-1.9499999999999886,7.698099999999999,97.9667,constant,60
2,1.2,2018-08-05,441.31,NA,0.99,13.67,8.46,zone.1,16,0,0,0,0,NA,437.12,1.0949999999999966,NA,a2,NA,7.698099999999999,97.9667,constant,60
2,1.3,2018-06-21,434.17,NA,1.0948,14.4343,NA,zone.1,1,0,0.5401333333333335,4.424300000000001,3,NA,431.17,3.5401333333333334,NA,b1,3.5401333333333334,0.5401333333333335,4.424300000000001,constant,60
2,1.3,2018-06-24,436.79,NA,0.9656,14.4056,10.01,zone.1,2,0,0.5401333333333335,3.2956000000000003,2,NA,431.17,5.065333333333338,NA,b1,1.5252000000000043,1.080266666666667,7.719900000000001,constant,60
2,1.3,2018-06-27,434.77,3.44,0.993,13.8466,11.11,zone.1,3,1.6204000000000005,0.5401333333333335,4.726600000000001,1,NA,431.17,2.0797333333332992,NA,b1,-2.9856000000000384,1.6204000000000005,12.446500000000002,constant,60
2,1.3,2018-06-30,432.91,NA,0.985,11.7187,9.12,zone.1,4,0,-0.03439999999999991,2.8186999999999998,3,NA,431.17,1.705600000000009,NA,p1,-0.37413333333329013,1.5860000000000005,15.265200000000002,constant,60
2,1.3,2018-07-03,433.77,NA,0.9888,14.2905,8.9,zone.1,5,0,-0.03439999999999991,5.8405000000000005,2,NA,431.17,1.580599999999966,NA,p1,-0.12500000000004308,1.5516000000000005,21.105700000000002,constant,60
2,1.3,2018-07-06,434.03,3.07,1.0294,13.6652,8.45,zone.1,6,-0.10319999999999974,-0.03439999999999991,5.3652,1,NA,431.17,0.851799999999957,NA,p1,-0.728800000000009,1.5172000000000008,26.4709,constant,60
2,1.3,2018-07-09,433.13,NA,1.0028,14.4074,8.3,zone.1,7,0,0.30743333333333345,6.7974000000000006,3,NA,431.17,2.267433333333313,NA,a1.b2,1.415633333333356,1.8246333333333342,33.2683,constant,60
2,1.3,2018-07-12,433.32,NA,1.0401,11.9035,7.61,zone.1,8,0,0.30743333333333345,4.3435,2,NA,431.17,1.4546333333333108,NA,a1.b2,-0.8128000000000022,2.1320666666666677,37.6118,constant,60
2,1.3,2018-07-15,434.45,2.15,1.0208,14.4891,7.56,zone.1,9,0.9223000000000003,0.30743333333333345,6.8791,1,NA,431.17,1.5445333333333064,NA,a1.b2,0.08989999999999565,2.439500000000001,44.4909,constant,60
2,1.3,2018-07-18,433.4,NA,1.0081,14.5828,7.61,zone.1,10,0,0.7496333333333333,5.062800000000001,3,NA,431.17,2.9796333333332945,NA,a1.b2,1.435099999999988,3.1891333333333343,49.553700000000006,constant,60
2,1.3,2018-07-21,435.7,NA,1.01,13.37,9.52,zone.1,11,0,0.7496333333333333,6.659999999999999,2,NA,431.17,4.2715333333333065,NA,p2,1.291900000000012,3.9387666666666674,56.2137,constant,60
2,1.3,2018-07-24,434.46,0.79,1.01,15.43,6.71,zone.1,12,2.2489,0.7496333333333333,8.92,1,NA,431.17,2.021533333333297,NA,p2,-2.2500000000000093,4.688400000000001,65.1337,constant,60
2,1.3,2018-07-27,433.98,NA,1.01,13.39,6.51,zone.1,13,0,0.95,7.7,3,NA,431.17,3.7600000000000025,NA,p2,1.7384666666667052,5.638400000000001,72.83370000000001,constant,60
2,1.3,2018-07-30,435.1,NA,1.03,14.17,5.69,zone.1,14,0,0.95,7.31,2,NA,431.17,3.870000000000007,NA,a2,0.11000000000000476,6.588400000000001,80.1437,constant,60
2,1.3,2018-08-02,434.37,1.15,1,14.28,6.86,zone.1,15,1.9,0.95,6.999999999999999,1,NA,431.17,2.1099999999999883,NA,a2,-1.7600000000000189,7.538400000000001,87.1437,constant,60
2,1.3,2018-08-05,435.2,NA,1.02,13.84,7.28,zone.1,16,0,0,0,0,NA,431.17,1.0549999999999942,NA,a2,NA,7.538400000000001,87.1437,constant,60
2,1.4,2018-06-21,426.21,NA,1.0033,14.3036,NA,zone.1,1,0,0.1719333333333332,4.413599999999999,3,NA,423.21,3.171933333333333,NA,b1,3.171933333333333,0.1719333333333332,4.413599999999999,constant,60
2,1.4,2018-06-25,423.85,NA,0.9925,14.6372,9.89,zone.1,2,0,0.1719333333333332,3.8171999999999997,2,NA,423.21,-0.1913666666666237,NA,b1,-3.3632999999999567,0.3438666666666664,8.230799999999999,constant,60
2,1.4,2018-06-28,424.48,4.48,1.0103,14.6899,10.82,zone.1,3,0.5157999999999996,0.1719333333333332,6.1599,1,NA,423.21,-0.5538666666666283,NA,b1,-0.3625000000000046,0.5157999999999996,14.390699999999999,constant,60
2,1.4,2018-07-01,421.79,NA,0.9881,12.4949,8.53,zone.1,4,0,0.0028333333333332433,2.8049,3,NA,423.21,-1.4171666666666258,NA,p1,-0.8632999999999975,0.5186333333333328,17.1956,constant,60
2,1.4,2018-07-04,422.36,NA,1.0001,16.0847,9.69,zone.1,5,0,0.0028333333333332433,7.304700000000002,2,NA,423.21,-1.8352666666666326,NA,p1,-0.4181000000000068,0.5214666666666661,24.500300000000003,constant,60
2,1.4,2018-07-07,423.19,2.99,1.032,16.1522,8.78,zone.1,6,0.00849999999999973,0.0028333333333332433,6.472200000000001,1,NA,423.21,-2.0053666666666485,NA,p1,-0.1701000000000159,0.5242999999999993,30.972500000000004,constant,60
2,1.4,2018-07-10,421.23,NA,1.0034,15.0846,9.68,zone.1,7,0,-0.14950000000000005,4.6746,3,NA,423.21,-2.1294999999999615,NA,a1.b2,-0.124133333333313,0.37479999999999924,35.6471,constant,60
2,1.4,2018-07-13,421.72,NA,1.0161,13.7549,10.41,zone.1,8,0,-0.14950000000000005,2.3949,2,NA,423.21,-2.6428999999999525,NA,a1.b2,-0.513399999999991,0.2252999999999992,38.042,constant,60
2,1.4,2018-07-16,422.28,3.5,1.0285,15.206,11.36,zone.1,9,-0.4485000000000001,-0.14950000000000005,3.065999999999999,1,NA,423.21,-3.099000000000007,NA,a1.b2,-0.45610000000005435,0.07579999999999915,41.108000000000004,constant,60
2,1.4,2018-07-19,420.62,NA,1.0164,14.5553,12.14,zone.1,10,0,0.1583000000000001,5.695300000000001,3,NA,423.21,-2.431699999999975,NA,a1.b2,0.667300000000032,0.23409999999999925,46.8033,constant,60
2,1.4,2018-07-23,421.73,NA,1.02,13.93,8.86,zone.1,11,0,0.1583000000000001,5.279999999999999,2,NA,423.21,-2.338099999999961,NA,p2,0.09360000000001367,0.39239999999999936,52.0833,constant,60
2,1.4,2018-07-26,422.9,2.59,1,14.03,8.65,zone.1,12,0.4749000000000003,0.1583000000000001,6.819999999999999,1,NA,423.21,-2.188100000000002,NA,p2,0.14999999999995905,0.5506999999999995,58.9033,constant,60
2,1.4,2018-07-29,421.03,NA,1.03,13.38,7.21,zone.1,13,0,0.44500000000000006,4.6800000000000015,3,NA,423.21,-1.7350000000000068,NA,p2,0.4530999999999954,0.9956999999999996,63.5833,constant,60
2,1.4,2018-08-02,422.15,NA,1,14.41,8.7,zone.1,14,0,0.44500000000000006,7.53,2,NA,423.21,-1.6450000000000025,NA,a2,0.0900000000000043,1.4406999999999996,71.11330000000001,constant,60
2,1.4,2018-08-06,422.41,2.14,1,13.57,6.88,zone.1,15,0.8900000000000001,0.44500000000000006,4.390000000000001,1,NA,423.21,-2.3849999999999545,NA,a2,-0.739999999999952,1.8856999999999997,75.5033,constant,60
2,1.4,2018-08-09,421.35,NA,1.02,13.72,9.18,zone.1,16,0,0,0,0,NA,423.21,-1.1924999999999772,NA,a2,NA,1.8856999999999997,75.5033,constant,60
2,1.5,2018-06-21,436.57,NA,1.1133,14.1876,NA,zone.1,1,0,0.5858666666666665,6.4776,3,NA,433.57,3.5858666666666665,NA,b1,3.5858666666666665,0.5858666666666665,6.4776,constant,60
2,1.5,2018-06-24,436.02,NA,1.0043,13.8688,7.71,zone.1,2,0,0.5858666666666665,6.268800000000001,2,NA,433.57,1.9225666666666552,NA,b1,-1.6633000000000113,1.171733333333333,12.746400000000001,constant,60
2,1.5,2018-06-27,436.6,3.36,1.0411,14.3756,7.6,zone.1,3,1.7575999999999996,0.5858666666666665,7.0556,1,NA,433.57,1.4982666666666964,NA,b1,-0.4242999999999588,1.7575999999999996,19.802,constant,60
2,1.5,2018-06-30,434.44,NA,1.0095,11.0786,7.32,zone.1,4,0,0.2864333333333334,3.3286,3,NA,433.57,1.1564333333333379,NA,p1,-0.3418333333333585,2.044033333333333,23.1306,constant,60
2,1.5,2018-07-03,435.11,NA,1.0187,14.1667,7.75,zone.1,5,0,0.2864333333333334,7.1367,2,NA,433.57,0.8169333333333537,NA,p1,-0.33949999999998415,2.3304666666666662,30.2673,constant,60
2,1.5,2018-07-06,436.25,2.21,1.0082,12.9238,7.03,zone.1,6,0.8593000000000002,0.2864333333333334,5.3438,1,NA,433.57,0.9382333333333401,NA,p1,0.12129999999998642,2.6169,35.6111,constant,60
2,1.5,2018-07-09,433.95,NA,1.0047,14.2324,7.58,zone.1,7,0,0.6076666666666668,5.962400000000001,3,NA,433.57,0.9876666666666623,NA,a1.b2,0.049433333333322116,3.2245666666666666,41.5735,constant,60
2,1.5,2018-07-13,435.34,NA,1.0201,14.193,8.27,zone.1,8,0,0.6076666666666668,7.0329999999999995,2,NA,433.57,1.3729666666666487,NA,a1.b2,0.38529999999998643,3.8322333333333334,48.6065,constant,60
2,1.5,2018-07-15,435.79,1.21,0.357,13.718,7.16,zone.1,9,1.8230000000000004,0.6076666666666668,5.878,1,NA,433.57,0.8028666666666942,NA,a1.b2,-0.5700999999999545,4.4399,54.4845,constant,60
2,1.5,2018-07-18,434.93,NA,0.9872,14.6217,7.84,zone.1,10,0,0.11473333333333328,7.0917,3,NA,433.57,1.474733333333347,NA,a1.b2,0.6718666666666528,4.554633333333333,61.5762,constant,60
2,1.5,2018-07-21,435.37,NA,1.04,13.13,7.53,zone.1,11,0,0.11473333333333328,4.590000000000002,2,NA,433.57,0.9275333333333446,NA,p2,-0.5472000000000024,4.669366666666667,66.1662,constant,60
2,1.5,2018-07-24,437.31,2.04,0.99,14.77,8.54,zone.1,12,0.34419999999999984,0.11473333333333328,5.889999999999999,1,NA,433.57,1.8275333333333423,NA,p2,0.8999999999999977,4.7841,72.0562,constant,60
2,1.5,2018-07-27,435.63,NA,1.03,13.87,8.88,zone.1,13,0,0.805,4.659999999999998,3,NA,433.57,2.8650000000000024,NA,p2,1.03746666666666,5.5891,76.7162,constant,60
2,1.5,2018-07-30,436.88,NA,1.02,13.87,9.21,zone.1,14,0,0.805,5.409999999999998,2,NA,433.57,3.085000000000002,NA,a2,0.21999999999999975,6.3941,82.1262,constant,60
2,1.5,2018-08-02,435.93,1.43,1,14.44,8.46,zone.1,15,1.61,0.805,1.3899999999999988,1,NA,433.57,1.1150000000000135,NA,a2,-1.9699999999999886,7.1991000000000005,83.5162,constant,60
2,1.5,2018-08-05,435.41,NA,0.99,13.41,13.05,zone.1,16,0,0,0,0,NA,433.57,0.5575000000000068,NA,a2,NA,7.1991000000000005,83.5162,constant,60
2,1.6,2018-06-21,425.93,NA,1.0134,13.6101,NA,zone.1,1,0,1.2469,7.3401,3,NA,422.93,4.2469,NA,b1,4.2469,1.2469,7.3401,constant,60
