rep,id,date,it.distance,notes,trt_pulse,trt_total
1,1.7,2018-04-16,2.861,NA,constant,60
1,1.5,2018-04-09,2.748,NA,constant,60
1,1.5,2018-04-09,2.926,NA,constant,60
1,1.5,2018-04-09,3.023,NA,constant,60
1,3.6,2018-04-16,3.387,NA,pulse,100
1,3.6,2018-04-16,3.221,NA,pulse,100
1,3.6,2018-04-16,2.432,NA,pulse,100
1,3.2,2018-04-09,3.209,NA,pulse,100
1,3.2,2018-04-09,2.51,NA,pulse,100
1,3.2,2018-04-09,2.606,NA,pulse,100
1,3.2,2018-04-09,2.716,NA,pulse,100
1,3.2,2018-04-09,2.549,NA,pulse,100
1,3.4,2018-04-13,3.112,NA,pulse,100
1,3.4,2018-04-13,2.667,NA,pulse,100
1,1.7,2018-04-13,2.98,NA,constant,60
1,1.7,2018-04-13,3.478,NA,constant,60
1,1.7,2018-04-13,3.241,NA,constant,60
1,1.7,2018-04-13,2.509,NA,constant,60
1,2.4,2018-04-05,3.138,NA,constant,100
1,2.4,2018-04-05,3.749,NA,constant,100
1,2.4,2018-04-05,2.795,NA,constant,100
1,2.4,2018-04-05,3.139,NA,constant,100
1,2.7,2018-04-09,3.149,NA,constant,100
1,2.7,2018-04-09,2.785,NA,constant,100
1,2.7,2018-04-09,2.657,NA,constant,100
1,2.7,2018-04-09,2.575,NA,constant,100
1,3.1,2018-04-05,2.588,NA,pulse,100
1,3.1,2018-04-05,3.694,NA,pulse,100
1,3.1,2018-04-05,3.062,NA,pulse,100
1,3.1,2018-04-05,3.606,NA,pulse,100
1,3.1,2018-04-05,2.867,NA,pulse,100
1,3.4,2018-04-05,3.227,NA,pulse,100
1,3.4,2018-04-05,3.204,NA,pulse,100
1,3.4,2018-04-05,2.602,NA,pulse,100
1,2.4,2018-04-09,2.626,NA,constant,100
1,2.4,2018-04-09,2.964,NA,constant,100
1,2.4,2018-04-09,3.04,NA,constant,100
1,2.4,2018-04-09,3.187,NA,constant,100
1,3.6,2018-04-09,3.269,NA,pulse,100
1,3.6,2018-04-09,2.588,NA,pulse,100
1,3.6,2018-04-09,2.649,NA,pulse,100
1,3.6,2018-04-09,3.362,NA,pulse,100
1,3.6,2018-04-09,3.43,NA,pulse,100
1,2.3,2018-04-09,3.039,NA,constant,100
1,2.3,2018-04-09,2.926,NA,constant,100
1,2.3,2018-04-09,2.9,NA,constant,100
1,2.3,2018-04-09,2.868,NA,constant,100
1,2.3,2018-04-09,2.805,NA,constant,100
1,1.3,2018-04-16,2.405,NA,constant,60
1,1.3,2018-04-16,2.912,NA,constant,60
1,4.7,2018-04-16,3.108,NA,pulse,60
1,2.2,2018-04-20,2.54,NA,constant,100
1,4.2,2018-04-16,2.997,NA,pulse,60
1,3.2,2018-04-05,2.916,NA,pulse,100
1,3.2,2018-04-05,2.479,NA,pulse,100
1,3.2,2018-04-05,3.191,NA,pulse,100
1,2.5,2018-04-20,2.773,NA,constant,100
1,2.5,2018-04-20,3.264,NA,constant,100
1,4.6,2018-04-20,3.149,NA,pulse,60
1,4.6,2018-04-20,2.474,NA,pulse,60
1,4.6,2018-04-20,3.15,NA,pulse,60
1,4.6,2018-04-20,2.987,NA,pulse,60
1,1.2,2018-04-13,2.996,NA,constant,60
1,1.2,2018-04-13,3.108,NA,constant,60
1,1.2,2018-04-13,3.231,NA,constant,60
1,1.2,2018-04-13,3.355,NA,constant,60
1,1.2,2018-04-13,3.265,NA,constant,60
1,1.5,2018-04-05,2.67,NA,constant,60
1,1.5,2018-04-05,2.914,NA,constant,60
1,1.5,2018-04-05,2.3,NA,constant,60
1,1.5,2018-04-05,3.133,NA,constant,60
1,1.5,2018-04-05,2.348,NA,constant,60
1,3.6,2018-04-20,2.264,NA,pulse,100
1,3.2,2018-04-13,2.911,NA,pulse,100
1,2.3,2018-04-20,2.722,NA,constant,100
1,2.3,2018-04-20,3.332,NA,constant,100
1,1.3,2018-04-20,2.849,NA,constant,60
1,2.6,2018-04-20,3.191,NA,constant,100
1,2.6,2018-04-20,3.319,NA,constant,100
1,2.6,2018-04-20,2.912,NA,constant,100
1,3.7,2018-04-13,3.245,NA,pulse,100
1,3.3,2018-04-20,3.366,NA,pulse,100
1,3.3,2018-04-20,3.264,NA,pulse,100
1,3.3,2018-04-20,2.994,NA,pulse,100
1,2.6,2018-04-20,3.009,NA,constant,100
1,2.6,2018-04-20,3.302,NA,constant,100
1,2.6,2018-04-20,2.799,NA,constant,100
1,3.2,2018-04-16,2.825,NA,pulse,100
1,3.2,2018-04-16,2.843,NA,pulse,100
1,3.2,2018-04-16,2.881,NA,pulse,100
1,3.2,2018-04-16,3.029,NA,pulse,100
1,3.2,2018-04-16,2.93,NA,pulse,100
1,4.4,2018-04-20,3.13,NA,pulse,60
1,4.4,2018-04-20,2.994,NA,pulse,60
1,4.4,2018-04-20,2.95,NA,pulse,60
1,4.4,2018-04-20,2.92,NA,pulse,60
1,4.4,2018-04-20,2.801,NA,pulse,60
1,3.6,2018-04-05,2.766,NA,pulse,100
1,3.6,2018-04-05,3.118,NA,pulse,100
1,3.6,2018-04-05,3.134,NA,pulse,100
1,3.6,2018-04-05,2.89,NA,pulse,100
1,3.6,2018-04-05,2.863,NA,pulse,100
1,4.4,2018-04-05,3.355,NA,pulse,60
1,4.4,2018-04-05,3.278,NA,pulse,60
1,4.2,2018-04-05,3.035,NA,pulse,60
1,4.2,2018-04-05,3.23,NA,pulse,60
1,4.2,2018-04-05,2.819,NA,pulse,60
1,4.2,2018-04-05,3.172,NA,pulse,60
1,2.7,2018-04-20,2.545,NA,constant,100
1,2.7,2018-04-20,2.882,NA,constant,100
1,2.7,2018-04-20,2.896,NA,constant,100
1,1.7,2018-04-20,2.57,NA,constant,60
1,1.7,2018-04-20,2.306,NA,constant,60
1,2.7,2018-04-16,2.946,NA,constant,100
1,2.7,2018-04-16,3.128,NA,constant,100
1,2.7,2018-04-16,2.624,NA,constant,100
1,2.7,2018-04-16,2.657,NA,constant,100
1,2.7,2018-04-16,2.892,NA,constant,100
1,2.1,2018-04-20,2.083,NA,constant,100
1,2.1,2018-04-20,2.964,NA,constant,100
1,2.1,2018-04-20,2.83,NA,constant,100
1,2.6,2018-04-05,3.239,NA,constant,100
1,2.6,2018-04-05,3.13,NA,constant,100
1,2.2,2018-04-05,2.964,NA,constant,100
1,2.2,2018-04-05,2.772,NA,constant,100
1,2.2,2018-04-05,3.222,NA,constant,100
1,3.1,2018-04-20,3.137,NA,pulse,100
1,3.1,2018-04-20,3.327,NA,pulse,100
1,3.1,2018-04-20,3.019,NA,pulse,100
1,3.1,2018-04-20,3.169,NA,pulse,100
1,3.1,2018-04-20,3.073,NA,pulse,100
1,2.1,2018-04-05,3.481,NA,constant,100
1,2.1,2018-04-05,3.045,NA,constant,100
1,4.6,2018-04-09,2.691,NA,pulse,60
1,4.6,2018-04-09,2.631,NA,pulse,60
1,4.6,2018-04-09,2.832,NA,pulse,60
1,4.6,2018-04-09,2.84,NA,pulse,60
1,1.3,2018-04-05,2.7,NA,constant,60
1,1.3,2018-04-05,3.53,NA,constant,60
1,1.3,2018-04-05,3.057,NA,constant,60
1,1.3,2018-04-05,2.946,NA,constant,60
1,4.1,2018-04-01,1.977,NA,pulse,60
1,4.1,2018-04-01,3.162,NA,pulse,60
1,4.1,2018-04-01,2.599,NA,pulse,60
1,1.7,2018-04-09,2.232,NA,constant,60
1,1.7,2018-04-09,2.684,NA,constant,60
1,2.2,2018-04-09,3.594,NA,constant,100
1,2.2,2018-04-09,3.288,NA,constant,100
1,2.2,2018-04-09,3.49,NA,constant,100
1,2.2,2018-04-09,2.817,NA,constant,100
1,2.2,2018-04-09,2.383,NA,constant,100
1,2.2,2018-04-09,3.364,NA,constant,100
1,4.6,2018-04-09,2.597,NA,pulse,60
1,4.6,2018-04-09,3.348,NA,pulse,60
1,2.6,2018-04-09,2.801,NA,constant,100
1,3.2,2018-03-26,2.764,NA,pulse,100
1,3.2,2018-03-26,3.097,NA,pulse,100
1,2.1,2018-04-09,3.502,NA,constant,100
1,2.1,2018-04-09,2.672,NA,constant,100
1,2.1,2018-04-09,2.85,NA,constant,100
1,2.1,2018-04-09,2.855,NA,constant,100
1,3.3,2018-05-02,2.414,NA,pulse,100
1,3.3,2018-05-02,2.707,NA,pulse,100
1,3.3,2018-05-02,2.668,NA,pulse,100
1,3.3,2018-05-02,2.841,NA,pulse,100
1,2.2,2018-05-02,2.84,NA,constant,100
1,2.2,2018-05-02,3.414,NA,constant,100
1,2.2,2018-05-02,3.054,NA,constant,100
1,2.2,2018-05-02,3.636,NA,constant,100
1,3.4,2018-04-24,2.867,NA,pulse,100
1,2.6,2018-03-26,3.152,NA,constant,100
1,2.6,2018-03-26,2.725,NA,constant,100
1,2.6,2018-03-26,2.762,NA,constant,100
1,2.6,2018-03-26,2.938,NA,constant,100
1,2.6,2018-03-26,2.761,NA,constant,100
1,2.5,2018-04-24,2.415,NA,constant,100
1,2.5,2018-04-24,2.688,NA,constant,100
1,2.5,2018-04-24,2.394,NA,constant,100
1,4.6,2018-04-24,2.71,NA,pulse,60
1,4.6,2018-04-24,2.852,NA,pulse,60
1,4.6,2018-04-24,2.295,NA,pulse,60
1,3.5,2018-04-24,3.211,NA,pulse,100
1,3.5,2018-04-24,2.511,NA,pulse,100
1,3.5,2018-04-24,2.631,NA,pulse,100
1,3.5,2018-04-24,3.315,NA,pulse,100
1,3.5,2018-04-24,2.769,NA,pulse,100
1,1.6,2018-05-02,2.429,NA,constant,60
1,1.6,2018-05-02,2.867,NA,constant,60
1,1.6,2018-05-02,2.902,NA,constant,60
1,1.6,2018-05-02,3.301,NA,constant,60
1,4.6,2018-05-02,2.816,NA,pulse,60
1,4.6,2018-05-02,2.895,NA,pulse,60
1,2.7,2018-05-02,2.758,NA,constant,100
1,2.7,2018-05-02,3.015,NA,constant,100
1,2.5,2018-05-02,3.166,NA,constant,100
1,2.5,2018-05-02,3.133,NA,constant,100
1,4.1,2018-05-02,3.032,NA,pulse,60
1,4.1,2018-05-02,3.079,NA,pulse,60
1,3.7,2018-05-02,2.13,NA,pulse,100
1,3.7,2018-05-02,2.744,NA,pulse,100
1,3.7,2018-05-02,2.165,NA,pulse,100
1,3.7,2018-05-02,2.301,NA,pulse,100
1,3.5,2018-05-02,2.746,NA,pulse,100
1,3.5,2018-05-02,2.133,NA,pulse,100
1,3.5,2018-05-02,2.3,NA,pulse,100
1,3.5,2018-05-02,2.913,NA,pulse,100
1,4.4,2018-04-24,2.977,NA,pulse,60
1,4.4,2018-04-24,3.267,NA,pulse,60
1,2.1,2018-04-24,2.785,NA,constant,100
1,2.1,2018-04-24,2.603,NA,constant,100
