id,date,temp,humidity,activity,mc_mass,n_drones,n_new_drones,n_worker_deaths,brood,workers_replaced,drones_removed,p_mass_rm,n_mass_rm,p_mass_fd,n_mass_fd,mass_box,end_mass_comb,treatment
2.3,6/21/18,26.6,59,C,427.6,0,0,0,EHP,NA,NA,NA,,2.0086,17.9294,427.46,3.9864,zone.2
2.3,6/24/18,28.8,59,C,429.46,0,0,1,EHP,1,NA,NA,9.11,1.9944,17.0933,427.46,3.9864,zone.2
2.3,6/27/18,26.7,57,C,431.02,0,0,0,EHP,NA,NA,6.03,10.27,2.0124,17.4564,427.46,3.9864,zone.2
2.3,6/30/18,26.4,60,C,429.6,0,0,0,EHP,NA,NA,NA,8.26,1.9829,17.2058,427.46,3.9864,zone.2
2.3,7/3/18,26.2,62,CF,432.29,4,4,0,EHP,NA,NA,NA,8.37,1.9791,16.2303,427.46,3.9864,zone.2
2.3,7/6/18,26.1,61,C,434.92,6,2,0,EHP,NA,NA,5.76,8.41,2.0038,17.2802,427.46,3.9864,zone.2
2.3,7/9/18,26.6,63,C,428.66,6,0,0,EHP,NA,NA,NA,12.17,2.0129,18.2996,427.46,3.9864,zone.2
2.3,7/12/18,26.6,59,C,431.67,6,0,0,EHP,6,NA,NA,10.64,2.0303,17.5796,427.46,3.9864,zone.2
2.3,7/15/18,26.5,63,C,433.74,0,0,0,EHP,NA,NA,6.72,11.68,1.9076,17.337,427.46,3.9864,zone.2
2.3,7/18/18,26.3,59,C,429.16,2,2,1,EHP,1,2,NA,11.28,2.0029,18.0999,427.46,3.9864,zone.2
2.3,7/21/18,26.8,62,C,431.77,2,2,0,EHP,NA,2,NA,11.14,2,17.89,427.46,3.9864,zone.2
2.3,7/24/18,26.7,61,C,430.09,3,3,0,EHP,NA,3,5,12.54,2,17.68,427.46,3.9864,zone.2
2.3,7/27/18,26.6,63,C,428.48,2,2,0,EHP,NA,2,NA,18.69,2,18.3,427.46,3.9864,zone.2
2.3,7/30/18,26.4,65,C,430.48,0,0,0,EHP,NA,NA,NA,13.27,2,17.71,427.46,3.9864,zone.2
2.3,8/2/18,26.4,61,C,430.21,0,0,0,EHP,NA,NA,3.6,8.41,2,17.18,427.46,3.9864,zone.2
2.3,8/5/18,25.9,60,C,430.87,0,0,0,EHP,NA,NA,NA,11.21,2,17.18,427.46,3.9864,zone.2
2.6,6/21/18,26.6,59,C,430.72,0,0,0,EHP,NA,NA,NA,,2.001,17.5511,430.5119048,2.7887,zone.2
2.6,6/24/18,26.8,58,AC,432.78,0,0,1,EH,1,NA,NA,13.07,2.0337,18.2486,430.5119048,2.7887,zone.2
2.6,6/27/18,26.7,57,C,433.96,0,0,1,EH,1,NA,6.3,13.82,2.0289,17.6887,430.5119048,2.7887,zone.2
2.6,6/30/18,26.5,61,C,429.78,0,0,1,EHP,1,NA,NA,11.61,1.9958,17.4268,430.5119048,2.7887,zone.2
2.6,7/3/18,26.2,62,C,432.38,0,0,3,EHP,3,NA,NA,12.36,1.9976,17.6725,430.5119048,2.7887,zone.2
2.6,7/6/18,26.2,61,C,435.59,2,2,0,EHP,NA,NA,5.62,10.62,2.0132,17.377,430.5119048,2.7887,zone.2
2.6,7/9/18,26.6,64,C,430.32,2,0,0,EHP,NA,NA,NA,8.43,1.9841,17.7525,430.5119048,2.7887,zone.2
2.6,7/12/18,26.6,59,C,431.26,2,0,0,EHP,NA,2,NA,11.07,2.0275,17.6292,430.5119048,2.7887,zone.2
2.6,7/15/18,26.5,62,C,436.73,0,0,0,EHP,NA,NA,3.46,8.08,1.9933,16.4853,430.5119048,2.7887,zone.2
2.6,7/18/18,26.4,62,C,433.62,0,0,0,EHP,NA,NA,NA,7.95,2.0342,17.4469,430.5119048,2.7887,zone.2
2.6,7/21/18,26.8,62,C,432.33,0,0,0,EP,NA,NA,NA,5.32,2.03,18.52,430.5119048,2.7887,zone.2
2.6,7/24/18,26.6,59,C,435.12,1,1,0,EHP,NA,NA,3.74,9.21,1.98,18.07,430.5119048,2.7887,zone.2
2.6,7/27/18,26.6,62,AC,433.32,5,5,0,EHP,NA,4,NA,6.83,2.01,17.79,430.5119048,2.7887,zone.2
2.6,7/30/18,26.5,65,C,435.65,1,0,0,EHP,NA,1,NA,9.5,2,18,430.5119048,2.7887,zone.2
2.6,8/2/18,26.6,61,CF,435.92,0,0,0,EHP,NA,NA,2.97,7.23,2,16.94,430.5119048,2.7887,zone.2
2.6,8/5/18,25.9,60,C,435.4,2,2,1,EHP,1,2,NA,10.37,2,18.67,430.5119048,2.7887,zone.2
4.4,6/21/18,26.6,58,C,424.52,0,0,0,EHP,NA,NA,NA,X,0.7611,11.7237,424.57,2.7306,zone.4
4.4,6/24/18,27,60,C,423.76,0,0,0,EHP,NA,NA,NA,6.68,0.7407,10.4405,424.57,2.7306,zone.4
4.4,6/27/18,26.7,55,C,423.46,0,0,1,EHP,1,NA,1.82,5.74,0.7165,11.7062,424.57,2.7306,zone.4
4.4,6/30/18,26.6,62,AC,422.56,0,0,1,EHP,1,NA,NA,6.03,1.5811,19.796,424.57,2.7306,zone.4
4.4,7/3/18,26.3,62,C,425.49,0,0,0,EHP,NA,NA,NA,11.16,1.5811,29.1526,424.57,2.7306,zone.4
4.4,7/6/18,26.2,57,C,428.56,5,5,0,EHP,NA,NA,2.72,10.58,1.5684,18.5588,424.57,2.7306,zone.4
4.4,7/9/18,26.6,62,C,424.13,7,2,0,EHP,NA,1,NA,10.16,0.7535,11.8163,424.57,2.7306,zone.4
4.4,7/12/18,26.5,59,CL,424.38,8,2,1,EHP,1,8,NA,10.79,0.7226,11.4626,424.57,2.7306,zone.4
4.4,7/15/18,26.4,61,C,425.25,0,0,2,EHP,2,NA,1.71,7.45,0.7784,11.7803,424.57,2.7306,zone.4
4.4,7/18/18,26.4,60,CL,422.48,0,0,1,EP,NA,NA,NA,7.46,0.747,11.4123,424.57,2.7306,zone.4
4.4,7/21/18,26.5,70,L,422.729,2,2,0,E,NA,2,NA,7.91,1.61,19.08,424.57,2.7306,zone.4
4.4,7/24/18,26.9,58,C,424.02,1,1,1,E,1,1,1.92,12.85,1.63,20.69,424.57,2.7306,zone.4
4.4,7/27/18,26.4,59,C,424.4,0,0,0,EHP,NA,NA,NA,10.54,1.58,20.72,424.57,2.7306,zone.4
4.4,7/30/18,26.8,63,C,425.41,0,0,1,EHP,1,NA,NA,14.95,0.75,12.05,424.57,2.7306,zone.4
4.4,8/2/18,26.7,59,CF,424.82,0,0,2,EP,2,NA,1.12,6.94,0.76,11.07,424.57,2.7306,zone.4
4.4,8/5/18,26.5,63,C,423.26,0,0,1,EP,1,NA,NA,5.82,0.74,12.44,424.57,2.7306,zone.4
4.5,6/21/18,26.6,58,C,427.53,0,0,1,,1,NA,NA,NA,0.7518,10.5238,430.5119048,1.3933,zone.4
4.5,6/24/18,26.9,61,C,427.56,0,0,0,EH,NA,NA,NA,5.89,0.7823,12.0419,430.5119048,1.3933,zone.4
4.5,6/27/18,26.7,56,C,428.41,0,0,0,EHP,NA,NA,3.53,6.5,0.7505,11.3414,430.5119048,1.3933,zone.4
4.5,6/30/18,26.9,63,CF,425.04,0,0,0,EHP,NA,NA,NA,5.59,1.6281,20.409,430.5119048,1.3933,zone.4
4.5,7/3/18,26.2,60,C,427.76,0,0,0,EHP,NA,NA,NA,9.12,1.6168,18.9227,430.5119048,1.3933,zone.4
4.5,7/6/18,26.2,61,C,430.69,1,1,0,EHP,NA,NA,3.68,11.49,1.6146,19.9098,430.5119048,1.3933,zone.4
4.5,7/9/18,26.6,64,C,426.46,2,1,1,EHP,1,NA,NA,15.38,0.7385,11.8189,430.5119048,1.3933,zone.4
4.5,7/12/18,26.9,62,CLF,426.77,4,2,0,EHP,NA,4,NA,6.48,0.7776,11.6688,430.5119048,1.3933,zone.4
4.5,7/15/18,26.4,61,C,428.6,0,0,0,EHP,NA,NA,2.25,6.65,0.7809,11.8693,430.5119048,1.3933,zone.4
4.5,7/18/18,26.4,62,C,425.42,0,0,0,EHP,NA,NA,NA,7.09,0.7243,11.4123,430.5119048,1.3933,zone.4
4.5,7/21/18,26.5,69,L,425.94,0,0,0,E,NA,NA,NA,6.53,1.62,19.49,430.5119048,1.3933,zone.4
4.5,7/24/18,27.1,62,C,427.26,1,1,0,EHP,NA,1,2.47,12.66,1.58,20.58,430.5119048,1.3933,zone.4
4.5,7/27/18,26.3,60,C,428.96,0,0,0,EHP,NA,NA,NA,9.18,1.6,20.45,430.5119048,1.3933,zone.4
4.5,7/30/18,26.7,62,C,425.84,0,0,0,EHP,NA,NA,NA,13.22,0.75,12.23,430.5119048,1.3933,zone.4
4.5,8/2/18,26.8,62,C,428.45,0,0,0,EP,NA,NA,2.46,6.95,0.75,11.21,430.5119048,1.3933,zone.4
4.5,8/5/18,25.9,60,CF,426.44,0,0,0,EP,NA,NA,NA,6.91,0.76,11.8,430.5119048,1.3933,zone.4
2.5,6/21/18,26.6,58,C,432.25,0,0,0,HP,NA,NA,NA,,2.0274,17.65,432.15,2.5273,zone.2
2.5,6/24/18,26.9,59,C,433.58,0,0,1,EP,1,NA,NA,9.54,1.9864,16.9688,432.15,2.5273,zone.2
2.5,6/27/18,26.6,55,C,433.76,0,0,1,EP,0,NA,2.08,9.6,2.0221,17.9688,432.15,2.5273,zone.2
2.5,6/30/18,26.6,62,C,433.68,0,0,0,EHP,0,NA,NA,11.21,1.9742,17.2655,432.15,2.5273,zone.2
2.5,7/3/18,26.3,62,C,435.31,0,0,0,,1,NA,NA,11.53,1.9386,17.6998,432.15,2.5273,zone.2
2.5,7/6/18,26.2,58,C,438.5,2,2,0,,NA,NA,6.61,12.59,2.0113,17.99,432.15,2.5273,zone.2
2.5,7/9/18,26.6,61,C,433.36,4,2,1,,1,NA,NA,10,1.9744,18.0363,432.15,2.5273,zone.2
2.5,7/12/18,26.6,59,C,436.73,6,2,0,EHP,NA,6,NA,10.85,1.9905,17.4607,432.15,2.5273,zone.2
2.5,7/15/18,26.4,59,AC,436.25,2,2,0,EHP,NA,2,4.45,10.57,2.03,18.1135,432.15,2.5273,zone.2
2.5,7/18/18,26.4,59,C,433.59,2,2,0,EHP,NA,1,NA,10.48,2.0258,17.2031,432.15,2.5273,zone.2
2.5,7/21/18,26.6,71,,435.5,1,1,0,,NA,NA,NA,12.3,2.01,18.16,432.15,2.5273,zone.2
2.5,7/24/18,26.9,61,C,435.56,0,0,1,EHP,1,NA,5.28,12.98,2,18.5,432.15,2.5273,zone.2
2.5,7/27/18,26.5,60,C,433.58,0,0,1,EHP,1,NA,NA,11.07,2.02,17.63,432.15,2.5273,zone.2
2.5,7/30/18,26.8,62,C,433.2,0,0,0,EHP,NA,NA,NA,12.98,2,17.55,432.15,2.5273,zone.2
2.5,8/2/18,26.6,61,C,436.31,2,2,3,EH,3,2,4.95,10.62,2,17.86,432.15,2.5273,zone.2
2.5,8/5/18,26.6,64,C,432.94,0,0,0,EH,NA,NA,NA,11.83,1.99,17.47,432.15,2.5273,zone.2
2.4,6/21/18,26.6,58,AC,429.17,0,0,0,EH,NA,NA,NA,X,2.0601,16.97,430.9,3.6942,zone.2
2.4,6/24/18,27,60,AC,432.05,0,0,1,E,1,NA,NA,9.84,2.01,17.0532,430.9,3.6942,zone.2
2.4,6/27/18,26.7,58,C,433.48,0,0,0,EHP,NA,NA,5.98,10.9,1.9852,16.4389,430.9,3.6942,zone.2
2.4,6/30/18,26.6,63,C,429.61,0,0,0,EHP,NA,NA,NA,9.99,2.0421,17.838,430.9,3.6942,zone.2
2.4,7/3/18,26.3,62,CF,432.37,0,0,0,EHP,NA,NA,NA,12.49,2.0177,18.0552,430.9,3.6942,zone.2
2.4,7/6/18,26.2,57,C,434.46,4,4,0,EHP,NA,NA,5.76,12.69,1.9776,16.9014,430.9,3.6942,zone.2
2.4,7/9/18,26.6,61,C,429.53,4,0,1,EHP,1,NA,NA,10.3,1.9976,17.3423,430.9,3.6942,zone.2
2.4,7/12/18,26.6,55,C,431.11,5,1,0,EHP,NA,5,NA,12.73,2.0008,17.4002,430.9,3.6942,zone.2
2.4,7/15/18,26.4,60,C,432.57,0,0,0,EHP,NA,NA,4.66,10.4,2.0021,19.0583,430.9,3.6942,zone.2
2.4,7/18/18,26.4,59,C,429.68,0,0,0,EHP,NA,NA,NA,13.9,1.9328,17.9809,430.9,3.6942,zone.2
2.4,7/21/18,26.6,71,AC,432.97,0,0,0,EHP,NA,NA,NA,8.2,2.009,17.88,430.9,3.6942,zone.2
2.4,7/24/18,26.9,61,CF,434.29,1,1,0,EHP,NA,1,4.64,8.06,2,17.77,430.9,3.6942,zone.2
2.4,7/27/18,26.4,59,C,428.32,1,1,0,EHP,NA,1,NA,9.55,2.03,17.83,430.9,3.6942,zone.2
2.4,7/30/18,26.8,63,C,433.13,1,1,0,EHP,NA,1,NA,10.83,2,17.36,430.9,3.6942,zone.2
2.4,8/2/18,26.6,63,C,434.42,2,2,0,EHP,NA,2,4.02,7.24,2,16.98,430.9,3.6942,zone.2
2.4,8/5/18,26.6,64,C,431.32,0,0,1,EHP,1,NA,NA,10.1,1.99,17.8,430.9,3.6942,zone.2
2.1,6/21/18,26.5,61,C,431.39,0,0,1,EHP,1,NA,NA,NA,2.0175,17.975,427.54,3.9555,zone.2
2.1,6/24/18,26.6,63,C,434.51,0,0,1,EHP,1,NA,NA,6.09,2.0019,17.9212,427.54,3.9555,zone.2
2.1,6/27/18,26.6,58,CF,435.21,0,0,0,EH,NA,NA,5.98,12.74,1.9892,17.271,427.54,3.9555,zone.2
2.1,6/30/18,26.2,56,C,431.64,0,0,0,EHP,NA,NA,NA,11.93,2.0051,16.386,427.54,3.9555,zone.2
2.1,7/3/18,26.1,62,CF,434.26,2,2,0,EHP,NA,NA,NA,9.95,1.9807,18.0548,427.54,3.9555,zone.2
2.1,7/6/18,26.1,60,C,436.68,2,0,0,EHP,NA,NA,4.32,11.16,2.0014,16.3768,427.54,3.9555,zone.2
2.1,7/9/18,26.5,62,C,431.62,2,0,0,EHP,NA,NA,NA,10.04,2.0146,17.6023,427.54,3.9555,zone.2
2.1,7/12/18,26.5,59,C,433.8,2,0,1,EHP,1,2,NA,10.45,2.0108,17.4766,427.54,3.9555,zone.2
2.1,7/15/18,26.4,63,C,436.58,0,0,0,EHP,NA,NA,3.62,10.5,2.0033,17.2021,427.54,3.9555,zone.2
2.1,7/18/18,26.3,59,C,433.33,0,0,0,EHP,NA,NA,NA,10.01,1.9892,18.1743,427.54,3.9555,zone.2
2.1,7/21/18,26.8,61,C,434.96,0,0,0,EHP,NA,NA,NA,8.17,2.01,19.06,427.54,3.9555,zone.2
2.1,7/24/18,26.5,62,C,433.66,5,5,0,EHP,NA,5,5.02,12.65,2.02,18.33,427.54,3.9555,zone.2
2.1,7/27/18,26.7,64,C,433.5,3,3,0,EH,NA,3,NA,9.52,2.02,17.51,427.54,3.9555,zone.2
2.1,7/30/18,26.3,64,C,434.44,0,0,0,EH,NA,NA,NA,13.37,2,18.25,427.54,3.9555,zone.2
2.1,8/2/18,26.3,62,C,436.69,0,0,0,EHP,NA,NA,4.18,8.42,2,18.38,427.54,3.9555,zone.2
2.1,8/5/18,25.9,60,C,434.24,0,0,0,EHP,NA,NA,NA,13.17,2,17.65,427.54,3.9555,zone.2
3.1,6/21/18,26.6,58,C,425.35,0,0,0,E,NA,NA,NA,,1.0021,13.016,426.2,2.9002,zone.3
3.1,6/24/18,26.9,61,CF,426.96,0,0,0,EH,NA,NA,NA,7.15,0.9674,14.5556,426.2,2.9002,zone.3
3.1,6/27/18,26.9,62,CF,427.02,0,0,0,EHP,NA,NA,2.84,6.98,0.9983,15.2287,426.2,2.9002,zone.3
3.1,6/30/18,26.6,62,C,425.29,0,0,0,EHP,NA,NA,NA,6.27,3.9177,25.6156,426.2,2.9002,zone.3
3.1,7/3/18,26.3,61,C,429.31,0,0,0,EHP,NA,NA,NA,16.85,3.863,24.7499,426.2,2.9002,zone.3
3.1,7/6/18,26.2,58,C,433.89,3,3,0,EHP,NA,NA,7.2,15.68,3.9079,25.2749,426.2,2.9002,zone.3
3.1,7/9/18,26.5,60,C,429.57,7,4,0,EHP,NA,NA,NA,15.54,0.9824,13.9988,426.2,2.9002,zone.3
3.1,7/12/18,26.6,59,C,429.76,9,2,0,EHP,NA,9,NA,8.81,1.0196,13.9003,426.2,2.9002,zone.3
3.1,7/15/18,26.4,58,C,428.31,2,2,0,EHP,NA,2,3.87,7.48,0.9669,13.3268,426.2,2.9002,zone.3
3.1,7/18/18,26.4,59,C,426.27,2,2,0,EHP,NA,2,NA,10.6,0.9909,16.0764,426.2,2.9002,zone.3
3.1,7/21/18,26.6,71,CL,426.59,0,0,0,,NA,NA,NA,7.6,3.87,25.66,426.2,2.9002,zone.3
3.1,7/24/18,26.9,60,C,430.64,1,1,0,EHP,NA,1,4.1,17.38,3.9,27.1,426.2,2.9002,zone.3
3.1,7/27/18,26.6,61,C,430.76,0,0,0,EHP,NA,NA,NA,18.43,3.92,25.79,426.2,2.9002,zone.3
3.1,7/30/18,26.8,62,C,433.46,0,0,0,EHP,NA,NA,NA,21.09,1,16.37,426.2,2.9002,zone.3
3.1,8/2/18,26.6,60,CL,433.77,0,0,0,EHP,NA,NA,6.76,7.79,1,13.81,426.2,2.9002,zone.3
3.1,8/5/18,26.6,64,C,426.84,0,0,0,EHP,NA,NA,NA,7.61,1,13.79,426.2,2.9002,zone.3
1.6,6/21/18,26.6,58,CF,425.93,0,0,1,EH,NA,1,NA,NA,1.0134,13.6101,427.24,2.1708,zone.1
1.6,6/24/18,26.5,52,C,426.58,0,0,0,EH,NA,NA,NA,6.27,0.9973,14.2005,427.24,2.1708,zone.1
1.6,6/27/18,27.1,64,CF,427.51,0,0,0,EHP,NA,NA,1.27,6.42,0.9675,14.0879,427.24,2.1708,zone.1
1.6,6/30/18,26.6,62,CF,427.15,0,0,0,EHP,NA,NA,NA,6.75,0.9886,12.3652,427.24,2.1708,zone.1
1.6,7/4/18,26.3,61,C,427.29,0,0,0,EHP,NA,NA,NA,7.07,1.017,14.3581,427.24,2.1708,zone.1
1.6,7/6/18,26.2,60,CF,423.27,0,0,0,EHP,NA,NA,1.33,7.53,0.9631,14.3293,427.24,2.1708,zone.1
1.6,7/9/18,26.5,60,CLF,425.53,3,3,0,EHP,NA,NA,NA,7.56,0.9889,15.7206,427.24,2.1708,zone.1
1.6,7/12/18,26.6,59,CLF,426.51,9,6,0,EHP,NA,9,NA,9.46,1.0185,13.8276,427.24,2.1708,zone.1
1.6,7/15/18,26.4,61,C,426.35,4,4,0,EHP,NA,4,1.4,8.21,1.0436,14.1302,427.24,2.1708,zone.1
1.6,7/18/18,26.2,60,C,427.31,3,3,0,EP,NA,3,NA,9.81,1.0251,14.337,427.24,2.1708,zone.1
1.6,7/21/18,26.6,71,CL,426.18,0,0,0,E,NA,NA,NA,7.63,1.01,12.96,427.24,2.1708,zone.1
1.6,7/24/18,26.8,58,L,427.09,0,0,0,EHP,NA,NA,2.02,7.88,0.98,14.91,427.24,2.1708,zone.1
1.6,7/27/18,26.7,62,L,426.15,0,0,0,EH,NA,NA,NA,7.91,1.02,13.56,427.24,2.1708,zone.1
1.6,7/30/18,26.8,62,C,426.35,0,0,0,EHP,NA,NA,NA,10.75,1.02,13.87,427.24,2.1708,zone.1
1.6,8/2/18,26.6,58,CLF,427.45,0,0,0,EP,NA,NA,2.37,8.07,1,13.29,427.24,2.1708,zone.1
1.6,8/5/18,26.6,63,C,424.88,0,0,1,EP,1,NA,NA,10.76,1.02,13.88,427.24,2.1708,zone.1
