id,date,mc_mass,p_mass_rm,p_mass_fd,n_mass_fd,n_mass_rm,treatment,fd_day,p_mass_cons,p_mass_cons_avg,n_mass_cons,fd_day_count,fd.day.count,mc_mass_init,mc_mass_true,mc_mass_true_intrp,pulse_cat
2.7,2018-03-26,434.72,3.05,2.15,17.48,9.06,zone.2,4,3.21,1.253333333333333,8.38,3,0,427.84,3.873333333333385,3.873333333333385,b1
2.7,2018-03-29,433.72,NA,2.09,17.96,10.91,zone.2,5,NA,1.253333333333333,6.57,2,1,427.84,4.983333333333386,4.983333333333386,p1
2.7,2018-04-01,434.33,NA,2.12,20.04,11.15,zone.2,6,NA,1.253333333333333,6.8100000000000005,1,2,427.84,7.743333333333342,7.743333333333342,p1
2.7,2018-04-05,435.8,NA,2.09,17.79,7.9,zone.2,7,NA,1.253333333333333,12.139999999999999,0,3,427.84,2.8533333333333695,2.8533333333333695,p1
2.7,2018-04-09,437.31,4.69,2.1,17.84,7.57,zone.2,8,3.759999999999999,1.9033333333333335,10.219999999999999,3,0,427.84,7.163333333333361,7.163333333333361,a1.b2
2.7,2018-04-13,435.19,NA,2.05,18.62,10.18,zone.2,9,NA,1.9033333333333335,7.66,2,1,427.84,7.153333333333356,7.153333333333356,a1.b2
2.7,2018-04-16,433.79,NA,2.1,18.7,11.81,zone.2,10,NA,1.9033333333333335,6.8100000000000005,1,2,427.84,7.853333333333379,7.853333333333379,a1.b2
2.7,2018-04-20,434.7,NA,2.12,20.13,11.78,zone.2,11,NA,1.9033333333333335,6.92,0,3,427.84,2.513333333333348,2.513333333333348,a1.b2
2.7,2018-04-24,435.98,2.66,2.08,18.94,8.54,zone.2,12,5.710000000000001,1.1800000000000002,11.59,3,0,427.84,5.100000000000043,5.100000000000043,p2
2.7,2018-04-28,NA,NA,2.06,18.48,8.84,zone.2,13,NA,1.1800000000000002,10.100000000000001,2,1,427.84,NA,8.205000000000048,p2
2.7,2018-05-02,437.97,NA,2.01,19.48,12.88,zone.2,14,NA,1.1800000000000002,5.6,1,2,427.84,11.310000000000052,11.310000000000052,p2
2.7,2018-05-07,438.81,1.43,2,18.54,9.77,zone.2,15,4.720000000000001,NA,9.71,3,3,427.84,NA,9.113333333333369,a2
2.7,2018-05-11,NA,NA,2.11,18.96,11.2,zone.2,16,NA,NA,7.34,2,1,427.84,NA,6.916666666666684,a2
2.7,2018-05-14,439.02,NA,2.09,19.96,13.75,zone.2,17,NA,NA,5.210000000000001,1,2,427.84,4.72,4.72,a2
3.1,2018-03-15,431.67,0,2,13.56,0,zone.3,1,NA,0.6874999999999998,0,3,1,429.67,0.5374999999999996,0.5374999999999996,b1
3.1,2018-03-18,432.03,NA,1.13,14.45,7.27,zone.3,2,NA,0.6874999999999998,6.290000000000001,2,2,429.67,1.0474999999999566,1.0474999999999566,b1
3.1,2018-03-22,432.06,NA,1.15,14.72,6.47,zone.3,3,NA,0.6874999999999998,7.9799999999999995,1,3,429.67,3.0774999999999864,3.0774999999999864,b1
3.1,2018-03-26,432.28,1.53,1.16,14.28,7.55,zone.3,4,2.749999999999999,2.3366666666666664,7.170000000000001,3,0,429.67,2.6666666666666234,2.6666666666666234,b1
3.1,2018-03-29,432.04,NA,3.14,27.35,7.99,zone.3,5,NA,2.3366666666666664,6.289999999999999,2,1,429.67,3.5466666666666713,3.5466666666666713,p1
3.1,2018-04-01,434.32,NA,3.08,26.38,18.89,zone.3,6,NA,2.3366666666666664,8.46,1,2,429.67,6.986666666666643,6.986666666666643,p1
3.1,2018-04-05,439.75,NA,3.03,23.91,13.98,zone.3,7,NA,2.3366666666666664,12.399999999999999,0,3,429.67,5.036666666666651,5.036666666666651,p1
3.1,2018-04-09,437.99,3.4,1.08,13.49,12.22,zone.3,8,7.01,0.7000000000000002,11.69,3,0,429.67,2.909999999999994,2.909999999999994,a1.b2
3.1,2018-04-13,435.2,NA,1.07,14.32,7.65,zone.3,9,NA,0.7000000000000002,5.84,2,1,429.67,5.149999999999973,5.149999999999973,a1.b2
3.1,2018-04-16,433.26,NA,1.07,13.39,6.68,zone.3,10,NA,0.7000000000000002,7.640000000000001,1,2,429.67,4.289999999999975,4.289999999999975,a1.b2
3.1,2018-04-20,434.61,NA,1.09,14.37,7.81,zone.3,11,NA,0.7000000000000002,5.580000000000001,0,3,429.67,2.4199999999999973,2.4199999999999973,a1.b2
3.1,2018-04-24,433.57,2.21,3.01,25.67,6.22,zone.3,12,2.1000000000000005,1.6233333333333333,8.149999999999999,3,0,429.67,3.3633333333333106,3.3633333333333106,p2
3.1,2018-04-28,NA,NA,3.01,24.99,10.34,zone.3,13,NA,1.6233333333333333,15.330000000000002,2,1,429.67,NA,8.053333333333324,p2
3.1,2018-05-02,440.79,NA,3.06,26.9,16.36,zone.3,14,NA,1.6233333333333333,8.629999999999999,1,2,429.67,12.743333333333338,12.743333333333338,p2
3.1,2018-05-07,442.42,4.21,1.01,14.68,13.94,zone.3,15,4.87,NA,12.959999999999999,NA,3,429.67,NA,9.878888888888891,a2
3.1,2018-05-11,NA,NA,1.05,14.7,6.83,zone.3,16,NA,NA,7.85,NA,1,429.67,NA,7.014444444444447,a2
3.1,2018-05-14,437.87,NA,1.03,14.78,7.37,zone.3,17,NA,NA,7.329999999999999,NA,2,429.67,4.15,4.15,a2
3.2,2018-03-15,435.68,0,2,14.75,0,zone.3,1,NA,1.04,0,3,1,433.68,-1.62,-1.62,b1
3.2,2018-03-18,435.85,NA,1.12,14.63,7.64,zone.3,2,NA,1.04,7.11,2,2,433.68,1.210000000000016,1.210000000000016,b1
3.2,2018-03-22,435.26,NA,1.04,13.86,7.41,zone.3,3,NA,1.04,7.220000000000001,1,3,433.68,2.619999999999984,2.619999999999984,b1
3.2,2018-03-26,436.02,1.04,1.16,15.29,5.98,zone.3,4,3.12,1.0525,7.879999999999999,3,0,433.68,1.2324999999999748,1.2324999999999748,b1
3.2,2018-03-29,440.19,NA,3.1,25.75,8.48,zone.3,5,NA,1.0525,6.809999999999999,2,1,433.68,6.402499999999991,6.402499999999991,p1
3.2,2018-04-01,438.73,NA,3.08,26.46,15.97,zone.3,6,NA,1.0525,9.78,1,2,433.68,6.102500000000012,6.102500000000012,p1
3.2,2018-04-05,443.68,NA,3.17,25.48,13.62,zone.3,7,NA,1.0525,12.840000000000002,0,3,433.68,3.7125000000000004,3.7125000000000004,p1
3.2,2018-04-09,442.98,6.3,1.04,13.48,14.47,zone.3,8,4.21,0.6074999999999999,11.01,3,0,433.68,3.6575000000000113,3.6575000000000113,a1.b2
3.2,2018-04-13,436.99,NA,1.04,13.87,7.39,zone.3,9,NA,0.6074999999999999,6.090000000000001,2,1,433.68,2.877500000000002,2.877500000000002,a1.b2
3.2,2018-04-16,435.16,NA,1.02,12.61,6,zone.3,10,NA,0.6074999999999999,7.869999999999999,1,2,433.68,2.087500000000018,2.087500000000018,a1.b2
3.2,2018-04-20,436.32,NA,1.11,13.75,7.26,zone.3,11,NA,0.6074999999999999,5.35,0,3,433.68,0.1474999999999862,0.1474999999999862,a1.b2
3.2,2018-04-24,438.31,1.78,3.11,24.89,6.97,zone.3,12,2.4299999999999997,0.9866666666666667,6.78,3,0,433.68,3.486666666666662,3.486666666666662,p2
3.2,2018-04-28,NA,NA,3.08,24.46,9.33,zone.3,13,NA,0.9866666666666667,15.56,2,1,433.68,NA,7.486666666666664,p2
3.2,2018-05-02,444.18,NA,3.06,26.16,17.31,zone.3,14,NA,0.9866666666666667,7.150000000000002,1,2,433.68,11.486666666666666,11.486666666666666,p2
3.2,2018-05-07,447.63,6.29,1.06,14.32,13.08,zone.3,15,2.96,NA,13.08,3,3,433.68,NA,9.094444444444445,a2
3.2,2018-05-11,NA,NA,1.08,14.89,7.83,zone.3,16,NA,NA,6.49,2,1,433.68,NA,6.702222222222222,a2
3.2,2018-05-14,440.83,NA,1.03,15.74,8.77,zone.3,17,NA,NA,6.120000000000001,1,2,433.68,4.31,4.31,a2
3.3,2018-03-15,435.46,0,2,14.23,0,zone.3,1,NA,0.49999999999999983,0,3,1,433.46,NA,0.9500000000000453,b1
3.3,2018-03-18,435.91,NA,1.14,15.07,9.87,zone.3,2,NA,0.49999999999999983,4.360000000000001,2,2,433.46,0.9500000000000453,0.9500000000000453,b1
3.3,2018-03-22,436.63,NA,1.01,13.57,9.21,zone.3,3,NA,0.49999999999999983,5.859999999999999,1,3,433.46,3.670000000000016,3.670000000000016,b1
3.3,2018-03-26,437.38,2.65,1.19,14.53,7.56,zone.3,4,1.4999999999999996,0.9075,6.010000000000001,3,0,433.46,2.677500000000016,2.677500000000016,b1
3.3,2018-03-29,436.82,NA,3.15,27.13,8.44,zone.3,5,NA,0.9075,6.09,2,1,433.46,3.077500000000014,3.077500000000014,p1
3.3,2018-04-01,438.9,NA,3.07,26.39,21.99,zone.3,6,NA,0.9075,5.140000000000001,1,2,433.46,6.3474999999999975,6.3474999999999975,p1
3.3,2018-04-05,442.13,NA,3.1,25.16,17.58,zone.3,7,NA,0.9075,8.810000000000002,0,3,433.46,2.1675000000000155,2.1675000000000155,p1
3.3,2018-04-09,445.38,6.88,1.09,13.8,15.96,zone.3,8,3.63,0.67,9.2,3,0,433.46,6.420000000000016,6.420000000000016,a1.b2
3.3,2018-04-13,439.55,NA,1.06,13.57,6.86,zone.3,9,NA,0.67,6.94,2,1,433.46,5.670000000000032,5.670000000000032,a1.b2
3.3,2018-04-16,438.64,NA,1.05,14.09,7.89,zone.3,10,NA,0.67,5.680000000000001,1,2,433.46,5.850000000000007,5.850000000000007,a1.b2
3.3,2018-04-20,438.9,NA,1.13,15.1,7.24,zone.3,11,NA,0.67,6.85,0,3,433.46,2.9099999999999975,2.9099999999999975,a1.b2
3.3,2018-04-24,439.18,1.65,3.09,24.57,7.74,zone.3,12,2.68,0.6266666666666669,7.359999999999999,3,0,433.46,4.1666666666666945,4.1666666666666945,p2
3.3,2018-04-28,NA,NA,3.08,24.41,13.84,zone.3,13,NA,0.6266666666666669,10.73,2,1,433.46,NA,7.956666666666683,p2
3.3,2018-05-02,444.58,NA,2.98,26.19,16.59,zone.3,14,NA,0.6266666666666669,7.82,1,2,433.46,11.746666666666671,11.746666666666671,p2
3.3,2018-05-07,446.97,7.27,1.11,15.13,17.96,zone.3,15,1.8800000000000008,NA,8.23,3,3,433.46,NA,8.744444444444447,a2
3.3,2018-05-11,NA,NA,1.1,13.7,10.4,zone.3,16,NA,NA,4.73,2,1,433.46,NA,5.742222222222225,a2
3.3,2018-05-14,440.03,NA,1.11,15.05,9.42,zone.3,17,NA,NA,4.279999999999999,1,2,433.46,2.74,2.74,a2
3.4,2018-03-15,437.84,0,2,15.51,0,zone.3,1,NA,0.45000000000000007,0,3,1,435.84,0.2899999999999999,0.2899999999999999,b1
3.4,2018-03-18,437.79,NA,1.11,15.07,6.77,zone.3,2,NA,0.45000000000000007,8.74,2,2,435.84,0.40000000000004554,0.40000000000004554,b1
3.4,2018-03-22,437.54,NA,1.05,14.42,6.96,zone.3,3,NA,0.45000000000000007,8.11,1,3,435.84,2.1500000000000457,2.1500000000000457,b1
3.4,2018-03-26,438.1,2.36,1.09,13.65,6.93,zone.3,4,1.8000000000000003,0.9566666666666667,7.49,3,0,435.84,1.0566666666667142,1.0566666666667142,b1
3.4,2018-03-29,436.12,NA,3.07,26.9,7.82,zone.3,5,NA,0.9566666666666667,5.83,2,1,435.84,0.14666666666669614,0.14666666666669614,p1
3.4,2018-04-01,439.83,NA,3.01,26.46,18.6,zone.3,6,NA,0.9566666666666667,8.299999999999997,1,2,435.84,4.946666666666676,4.946666666666676,p1
3.4,2018-04-05,441.98,NA,3.09,26.14,12.85,zone.3,7,NA,0.9566666666666667,13.610000000000001,0,3,435.84,-0.07333333333328984,-0.07333333333328984,p1
3.4,2018-04-09,442.54,7.39,1.04,14.31,20.38,zone.3,8,2.87,0.7866666666666665,5.760000000000002,3,0,435.84,1.3866666666667125,1.3866666666667125,a1.b2
3.4,2018-04-13,435.81,NA,1.13,14.12,7.56,zone.3,9,NA,0.7866666666666665,6.750000000000001,2,1,435.84,-0.28333333333330624,-0.28333333333330624,a1.b2
3.4,2018-04-16,435.61,NA,1.06,15.01,8.37,zone.3,10,NA,0.7866666666666665,5.75,1,2,435.84,0.5566666666667052,0.5566666666667052,a1.b2
3.4,2018-04-20,435.44,NA,1.13,14.93,8.08,zone.3,11,NA,0.7866666666666665,6.93,0,3,435.84,-2.8433333333333106,-2.8433333333333106,a1.b2
3.4,2018-04-24,436.49,2,3.14,25.79,7.24,zone.3,12,2.3599999999999994,0.7599999999999998,7.6899999999999995,3,0,435.84,-0.779999999999966,-0.779999999999966,p2
3.4,2018-04-28,NA,NA,3.06,24.25,14.14,zone.3,13,NA,0.7599999999999998,11.649999999999999,2,1,435.84,NA,3.83000000000002,p2
3.4,2018-05-02,443.52,NA,3.06,26.65,16.35,zone.3,14,NA,0.7599999999999998,7.899999999999999,1,2,435.84,8.440000000000007,8.440000000000007,p2
3.4,2018-05-07,445.42,6.98,1.04,14.61,19.15,zone.3,15,2.2799999999999994,NA,7.5,3,3,435.84,NA,7.740000000000005,a2
3.4,2018-05-11,NA,NA,1.05,13.45,7.52,zone.3,16,NA,NA,7.09,2,1,435.84,NA,7.040000000000003,a2
3.4,2018-05-14,437.75,NA,1.04,15.37,8.73,zone.3,17,NA,NA,4.719999999999999,1,2,435.84,6.34,6.34,a2
3.5,2018-03-15,432.62,0,2,14.21,0,zone.3,1,NA,1.3266666666666669,0,3,1,430.62,1.1766666666666667,1.1766666666666667,b1
3.5,2018-03-18,432.69,NA,1.1,15.08,7.57,zone.3,2,NA,1.3266666666666669,6.640000000000001,2,2,430.62,1.39666666666666,1.39666666666666,b1
3.5,2018-03-22,432.94,NA,1.13,13.41,7.99,zone.3,3,NA,1.3266666666666669,7.09,1,3,430.62,3.6466666666666603,3.6466666666666603,b1
3.5,2018-03-26,431.69,0.25,1.03,14.75,6.55,zone.3,4,3.9800000000000004,1.446666666666667,6.86,3,0,430.62,0.2866666666666602,0.2866666666666602,b1
3.5,2018-03-29,434.73,NA,3.16,27.09,8.22,zone.3,5,NA,1.446666666666667,6.529999999999999,2,1,430.62,4.526666666666681,4.526666666666681,p1
3.5,2018-04-01,434.36,NA,3.11,26.49,21.39,zone.3,6,NA,1.446666666666667,5.699999999999999,1,2,430.62,5.186666666666676,5.186666666666676,p1
3.5,2018-04-05,440.9,NA,3.07,25.93,8.93,zone.3,7,NA,1.446666666666667,17.56,0,3,430.62,4.42666666666664,4.42666666666664,p1
3.5,2018-04-09,442,6.03,1.12,14.53,9.8,zone.3,8,4.340000000000001,1.1266666666666667,16.13,3,0,430.62,6.326666666666663,6.326666666666663,a1.b2
3.5,2018-04-13,437.72,NA,1.08,13.78,7.69,zone.3,9,NA,1.1266666666666667,6.839999999999999,2,1,430.62,7.10666666666669,7.10666666666669,a1.b2
3.5,2018-04-16,436.33,NA,1.04,14.8,8.28,zone.3,10,NA,1.1266666666666667,5.5,1,2,430.62,6.8366666666666465,6.8366666666666465,a1.b2
3.5,2018-04-20,435.1,NA,1.13,13.76,7.85,zone.3,11,NA,1.1266666666666667,6.950000000000001,0,3,430.62,2.366666666666685,2.366666666666685,a1.b2
3.5,2018-04-24,435.45,0.99,3.09,26.35,6.57,zone.3,12,3.38,0.8224999999999996,7.1899999999999995,3,0,430.62,3.482499999999984,3.482499999999984,p2
3.5,2018-04-28,NA,NA,3.05,24.98,12.43,zone.3,13,NA,0.8224999999999996,13.920000000000002,2,1,430.62,NA,8.532499999999988,p2
3.5,2018-05-02,443.38,NA,3.01,26.46,14.74,zone.3,14,NA,0.8224999999999996,10.24,1,2,430.62,13.58249999999999,13.58249999999999,p2
3.5,2018-05-07,444.93,5.86,1,14.33,12.93,zone.3,15,3.2899999999999983,NA,13.530000000000001,3,3,430.62,NA,11.01166666666666,a2
3.5,2018-05-11,NA,NA,1.04,13.06,8.22,zone.3,16,NA,NA,6.109999999999999,2,1,430.62,NA,8.44083333333333,a2
3.5,2018-05-14,437.62,NA,1.12,15.12,8.56,zone.3,17,NA,NA,4.5,1,2,430.62,5.87,5.87,a2
3.6,2018-03-15,435.78,0,2,14.44,0,zone.3,1,NA,1.1400000000000001,0,3,1,433.78,1.6,1.6,b1
3.6,2018-03-18,436.27,NA,1.21,14.79,8.06,zone.3,2,NA,1.1400000000000001,6.379999999999999,2,2,433.78,1.6300000000000092,1.6300000000000092,b1
3.6,2018-03-22,436.56,NA,1.11,14.25,7.31,zone.3,3,NA,1.1400000000000001,7.4799999999999995,1,3,433.78,3.9200000000000297,3.9200000000000297,b1
3.6,2018-03-26,437.45,0.9,1.16,14.86,6.35,zone.3,4,3.4200000000000004,0.6074999999999999,7.9,3,0,433.78,1.9575000000000156,1.9575000000000156,b1
3.6,2018-03-29,437.4,NA,3.13,27.48,9.1,zone.3,5,NA,0.6074999999999999,5.76,2,1,433.78,3.0675000000000043,3.0675000000000043,p1
3.6,2018-04-01,441.66,NA,3.04,27.07,17.58,zone.3,6,NA,0.6074999999999999,9.900000000000002,1,2,433.78,8.487500000000052,8.487500000000052,p1
3.6,2018-04-05,443.32,NA,3.15,25.6,15.21,zone.3,7,NA,0.6074999999999999,11.86,0,3,433.78,2.8175000000000203,2.8175000000000203,p1
3.6,2018-04-09,445.78,8.05,1.11,17.92,15.21,zone.3,8,2.4299999999999997,0.5250000000000001,10.39,3,0,433.78,6.335,6.335,a1.b2
3.6,2018-04-13,438.55,NA,1.05,13.47,10.78,zone.3,9,NA,0.5250000000000001,7.140000000000002,2,1,433.78,4.185000000000039,4.185000000000039,a1.b2
3.6,2018-04-16,438.11,NA,1.13,15.91,6.87,zone.3,10,NA,0.5250000000000001,6.6000000000000005,1,2,433.78,4.855000000000041,4.855000000000041,a1.b2
3.6,2018-04-20,437.71,NA,1.11,14.19,8.35,zone.3,11,NA,0.5250000000000001,7.5600000000000005,0,3,433.78,1.165000000000007,1.165000000000007,a1.b2
3.6,2018-04-24,437.95,2.3,3.09,25.39,7.57,zone.3,12,2.1000000000000005,0.6233333333333334,6.619999999999999,3,0,433.78,2.553333333333349,2.553333333333349,p2
3.6,2018-04-28,NA,NA,3.05,23.72,17.31,zone.3,13,NA,0.6233333333333334,8.080000000000002,2,1,433.78,NA,6.023333333333344,p2
3.6,2018-05-02,442.65,NA,3.09,26.37,18.45,zone.3,14,NA,0.6233333333333334,5.27,1,2,433.78,9.493333333333338,9.493333333333338,p2
3.6,2018-05-07,444.91,7.36,1.03,15.53,18.62,zone.3,15,1.87,NA,7.75,3,3,433.78,NA,7.4055555555555586,a2
3.6,2018-05-11,NA,NA,1.08,13.79,7.87,zone.3,16,NA,NA,7.659999999999999,2,1,433.78,NA,5.3177777777777795,a2
3.6,2018-05-14,438.17,NA,1.04,13.64,7.58,zone.3,17,NA,NA,6.209999999999999,1,2,433.78,3.23,3.23,a2
3.7,2018-03-15,438.29,0,2,16.64,16.64,zone.3,1,NA,0.355,-2.4400000000000013,3,1,436.29,0.2849999999999999,0.2849999999999999,b1
3.7,2018-03-18,438.13,NA,1.17,19.28,10.13,zone.3,2,NA,0.355,6.51,2,2,436.29,0.19499999999997497,0.19499999999997497,b1
3.7,2018-03-22,439.07,NA,1.12,13.52,7.57,zone.3,3,NA,0.355,11.71,1,3,436.29,3.1349999999999727,3.1349999999999727,b1
3.7,2018-03-26,439.94,2.87,1.09,14.29,7.27,zone.3,4,1.42,1.4933333333333332,6.25,3,0,436.29,2.8533333333333104,2.8533333333333104,b1
3.7,2018-03-29,437.31,NA,3.01,27.92,7.76,zone.3,5,NA,1.4933333333333332,6.529999999999999,2,1,436.29,1.423333333333315,1.423333333333315,p1
3.7,2018-04-01,439.1,NA,3.01,26.19,21.74,zone.3,6,NA,1.4933333333333332,6.180000000000003,1,2,436.29,4.3033333333333355,4.3033333333333355,p1
3.7,2018-04-05,441.5,NA,3.01,26.02,17.84,zone.3,7,NA,1.4933333333333332,8.350000000000001,0,3,436.29,-0.40666666666668694,-0.40666666666668694,p1
3.7,2018-04-09,443.9,5.64,1.13,14.5,17.95,zone.3,8,4.4799999999999995,0.6833333333333335,8.07,3,0,436.29,2.273333333333291,2.273333333333291,a1.b2
3.7,2018-04-13,439.21,NA,1.11,13.52,7.59,zone.3,9,NA,0.6833333333333335,6.91,2,1,436.29,2.4733333333332927,2.4733333333332927,a1.b2
3.7,2018-04-16,438.5,NA,1.15,14.95,7.66,zone.3,10,NA,0.6833333333333335,5.859999999999999,1,2,436.29,2.893333333333313,2.893333333333313,a1.b2
3.7,2018-04-20,438.53,NA,1.1,14.7,7.74,zone.3,11,NA,0.6833333333333335,7.209999999999999,0,3,436.29,-0.4666666666667142,-0.4666666666667142,a1.b2
3.7,2018-04-24,439.53,2.44,3.05,26.24,8.25,zone.3,12,2.0500000000000003,0.5099999999999998,6.449999999999999,3,0,436.29,1.499999999999952,1.499999999999952,p2
3.7,2018-04-28,NA,NA,3.03,25.38,14.31,zone.3,13,NA,0.5099999999999998,11.929999999999998,2,1,436.29,NA,4.739999999999961,p2
3.7,2018-05-02,443.76,NA,3.02,25.81,19.81,zone.3,14,NA,0.5099999999999998,5.57,1,2,436.29,7.97999999999997,7.97999999999997,p2
3.7,2018-05-07,444.7,7.57,1.13,13.73,22.09,zone.3,15,1.5299999999999994,NA,3.719999999999999,3,3,436.29,NA,6.073333333333314,a2
3.7,2018-05-11,NA,NA,1.02,12.79,10.17,zone.3,16,NA,NA,3.5600000000000005,2,1,436.29,NA,4.166666666666657,a2
3.7,2018-05-14,440.36,NA,1.09,14.51,9.49,zone.3,17,NA,NA,3.299999999999999,1,2,436.29,2.26,2.26,a2
4.1,2018-03-15,441.91,0,2,11.68,0,zone.4,1,NA,1.0533333333333332,0,3,1,439.91,1.4633333333333332,1.4633333333333332,b1
4.1,2018-03-18,441.39,NA,0.8,11.64,6.1,zone.4,2,NA,1.0533333333333332,5.58,2,2,439.91,0.5333333333332946,0.5333333333332946,b1
4.1,2018-03-22,441,NA,0.8,12.69,6.56,zone.4,3,NA,1.0533333333333332,5.080000000000001,1,3,439.91,2.1433333333333082,2.1433333333333082,b1
4.1,2018-03-26,440.71,0.44,0.83,12.26,6.37,zone.4,4,3.1599999999999997,0.9733333333333333,6.319999999999999,3,0,439.91,0.1733333333332877,0.1733333333332877,b1
4.1,2018-03-29,441.04,NA,1.75,19.25,6.87,zone.4,5,NA,0.9733333333333333,5.39,2,1,439.91,1.2733333333333288,1.2733333333333288,p1
4.1,2018-04-01,442.76,NA,1.8,19.58,11.52,zone.4,6,NA,0.9733333333333333,7.73,1,2,439.91,3.823333333333299,3.823333333333299,p1
4.1,2018-04-05,442.96,NA,1.83,19.29,10.44,zone.4,7,NA,0.9733333333333333,9.139999999999999,0,3,439.91,-0.3566666666667121,-0.3566666666667121,p1
4.1,2018-04-09,446.17,3.29,0.78,12.01,7.97,zone.4,8,2.92,0.5125,11.32,3,0,439.91,3.142499999999991,3.142499999999991,a1.b2
4.1,2018-04-13,442.03,NA,0.79,11.78,7.06,zone.4,9,NA,0.5125,4.95,2,1,439.91,1.8524999999999476,1.8524999999999476,a1.b2
4.1,2018-04-16,440.57,NA,0.76,13.26,7.48,zone.4,10,NA,0.5125,4.299999999999999,1,2,439.91,1.1724999999999681,1.1724999999999681,a1.b2
4.1,2018-04-20,439.53,NA,0.75,12.41,7.69,zone.4,11,NA,0.5125,5.569999999999999,0,3,439.91,-2.197500000000052,-2.197500000000052,a1.b2
4.1,2018-04-24,440.1,1.03,1.84,21.22,7.19,zone.4,12,2.05,0.66,5.22,3,0,439.91,-0.6600000000000023,-0.6600000000000023,p2
4.1,2018-04-28,NA,NA,1.72,23.27,8.46,zone.4,13,NA,0.66,12.759999999999998,2,1,439.91,NA,2.5499999999999816,p2
4.1,2018-05-02,445.01,NA,1.77,20.54,16.52,zone.4,14,NA,0.66,6.75,1,2,439.91,5.759999999999966,5.759999999999966,p2
4.1,2018-05-07,445.73,2.69,0.75,12.7,12.99,zone.4,15,2.64,NA,7.549999999999999,3,3,439.91,NA,5.156666666666644,a2
4.1,2018-05-11,NA,NA,0.74,10.88,7.55,zone.4,16,NA,NA,5.1499999999999995,2,1,439.91,NA,4.553333333333322,a2
4.1,2018-05-14,441.5,NA,0.74,17.08,6.39,zone.4,17,NA,NA,4.490000000000001,1,2,439.91,3.95,3.95,a2
4.2,2018-03-15,442.67,0,2,11.11,0,zone.4,1,NA,0.6666666666666666,0,3,1,440.67,0.5466666666666665,0.5466666666666665,b1
4.2,2018-03-18,442.44,NA,0.83,12.71,6.6,zone.4,2,NA,0.6666666666666666,4.51,2,2,440.67,0.43666666666664844,0.43666666666664844,b1
4.2,2018-03-22,442.79,NA,0.82,11.79,6.29,zone.4,3,NA,0.6666666666666666,6.420000000000001,1,3,440.67,2.786666666666671,2.786666666666671,b1
4.2,2018-03-26,443.81,1.65,0.8,13.32,6.3,zone.4,4,2,0.9933333333333335,5.489999999999999,3,0,440.67,2.48333333333332,2.48333333333332,b1
4.2,2018-03-29,443.02,NA,1.73,19.6,7.98,zone.4,5,NA,0.9933333333333335,5.34,2,1,440.67,2.5433333333332993,2.5433333333332993,p1
4.2,2018-04-01,445.31,NA,1.8,20.46,11.58,zone.4,6,NA,0.9933333333333335,8.020000000000001,1,2,440.67,5.6333333333333195,5.6333333333333195,p1
4.2,2018-04-05,446.89,NA,1.78,20.17,8.65,zone.4,7,NA,0.9933333333333335,11.81,0,3,440.67,2.883333333333304,2.883333333333304,p1
4.2,2018-04-09,447.54,3.13,0.76,10.99,10.01,zone.4,8,2.9800000000000004,0.53,10.160000000000002,3,0,440.67,3.8200000000000047,3.8200000000000047,a1.b2
4.2,2018-04-13,443.68,NA,0.82,12.01,7.39,zone.4,9,NA,0.53,3.6000000000000005,2,1,440.67,2.7799999999999914,2.7799999999999914,a1.b2
4.2,2018-04-16,443.07,NA,0.76,13.36,7.12,zone.4,10,NA,0.53,4.89,1,2,440.67,2.9299999999999775,2.9299999999999775,a1.b2
4.2,2018-04-20,442.42,NA,0.75,12.48,6.85,zone.4,11,NA,0.53,6.51,0,3,440.67,-0.05999999999999994,-0.05999999999999994,a1.b2
4.2,2018-04-24,442.5,0.97,1.76,20.64,6.39,zone.4,12,2.12,0.7000000000000001,6.090000000000001,3,0,440.67,1.019999999999984,1.019999999999984,p2
4.2,2018-04-28,NA,NA,1.8,21.43,8.58,zone.4,13,NA,0.7000000000000001,12.06,2,1,440.67,NA,3.7799999999999794,p2
4.2,2018-05-02,446.51,NA,1.72,20.37,13.74,zone.4,14,NA,0.7000000000000001,7.6899999999999995,1,2,440.67,6.539999999999975,6.539999999999975,p2
4.2,2018-05-07,446.58,2.48,0.79,12.55,12.33,zone.4,15,2.8000000000000003,NA,8.040000000000001,3,3,440.67,NA,5.473333333333317,a2
4.2,2018-05-11,NA,NA,0.75,11.29,6.72,zone.4,16,NA,NA,5.830000000000001,2,1,440.67,NA,4.406666666666658,a2
4.2,2018-05-14,443.25,NA,0.82,12.37,6.51,zone.4,17,NA,NA,4.779999999999999,1,2,440.67,3.34,3.34,a2
4.4,2018-03-15,433.22,0,2,12.1,0,zone.4,1,NA,0.4475,0,3,1,431.22,0.35749999999999993,0.35749999999999993,b1
4.4,2018-03-18,432.47,NA,0.88,12.39,5.76,zone.4,2,NA,0.4475,6.34,2,2,431.22,-0.3025,-0.3025,b1
4.4,2018-03-22,431.13,NA,0.85,11.96,6.42,zone.4,3,NA,0.4475,5.970000000000001,1,3,431.22,0.3574999999999682,0.3574999999999682,b1
4.4,2018-03-26,431.89,1.94,0.84,12.69,6.71,zone.4,4,1.79,0.915,5.250000000000001,3,0,431.22,-0.14500000000004087,-0.14500000000004087,b1
